period,district,active_shgs_no,amount,amount_of_loan_disbursed,appl_sponsored,cases_pending,disbursed_no,loan_disbursed,loan_disbursed_no,loan_sanctioned,loan_sanctioned_no,no_fo_shgs_credit_linked,no_of_active,no_of_active_shgs,no_of_cases,no_of_cases_pending,no_of_sponsored,no_of_sponsored_application,no_of_sponsored_application_in_fy_22_23,no_of_sponsored_application_in_fy_23_24,no_of_sponsored_application_in_fy_24_25,no_of_sponsored_application_in_fy_fy_22_23,no_of_sponsored_application_in_fy_fy_23_24,no_of_sponsored_application_in_fy_fy_24_25,pending_no,sanctioned_no,sep_g,sep_g_disburs_ed_by_branch,sep_g_disbursed_no,sep_g_sanctioned_no,sep_g_sponsord_ot_bank_branches,sep_g_target_for_fy_20_21,sep_group_no,sep_i,sep_i_disburs_ed_by_branch,sep_i_disbursed_no,sep_i_sanctioned_no,sep_i_sponsord_ot_bank_branches,sep_i_target_for_fy_20_21,sep_individual_no,shg_credit_linkage,shg_credit_linkage_active_shgs,shg_credit_linkage_no,shg_credit_linkage_sponsord_ot_bank_branches,shg_loan_disbursed_no,shg_loan_sanctioned_no,sponsored_in_fy_21_22,sponsored_in_fy_22_23,sponsored_no,target_amount_of_sep_g_loan_to_be_disbursed_fy_22_24,target_amount_of_sep_g_loan_to_be_disbursed_fy_23_24,target_amount_of_sep_g_loan_to_be_disbursed_fy_24_25,target_amount_of_sep_i_loan_to_be_disbursed_fy_22_24,target_amount_of_sep_i_loan_to_be_disbursed_fy_23_24,target_amount_of_sep_i_loan_to_be_disbursed_fy_24_25,target_amount_of_shg_loan_to_be_disbursed_fy_22_24,target_amount_of_shg_loan_to_be_disbursed_fy_23_24,target_amount_of_shg_loan_to_be_disbursed_fy_24_25,target_disb_no,target_for_2019_20_no,target_for_fy_2020_21_no,target_for_fy_20_21,target_fy_20_21_no,target_fy_21_22_no,target_fy_22_23,target_fy_22_23_no,target_fy_23_24,target_fy_24_25,target_fy_fy_22_23,target_fy_fy_23_24,target_fy_fy_24_25,total_pending,total_sponsored
September 2020,Kolkata,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,100.0,,,1186.0,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
September 2020,Malda,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,88.0,,,869.0,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
September 2020,Murshidabad,,,,10.0,0.0,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,290.0,,,4775.0,,,,,,,,,,,,,,,,,,,,1056.0,,,,,,,,,,,
September 2020,Nadia,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,244.0,,,5470.0,,,,,,,,,,,,,,,,,,,,1077.0,,,,,,,,,,,
September 2020,North 24 Parganas,,,,31.0,0.0,,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,996.0,,,14115.0,,,,,,,,,,,,,,,,,,,,3148.0,,,,,,,,,,,
September 2020,Paschim Bardhaman,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,58.0,,,2426.0,,,,,,,,,,,,,,,,,,,,355.0,,,,,,,,,,,
September 2020,Paschim Medinipur,,,,11.0,1.0,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,205.0,,,3362.0,,,,,,,,,,,,,,,,,,,,881.0,,,,,,,,,,,
September 2020,Purba Bardhaman,,,,5.0,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,156.0,,,2717.0,,,,,,,,,,,,,,,,,,,,484.0,,,,,,,,,,,
September 2020,Purba Medinipur,,,,7.0,0.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,85.0,,,3057.0,,,,,,,,,,,,,,,,,,,,565.0,,,,,,,,,,,
September 2020,Purulia,,,,7.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,80.0,,,1156.0,,,,,,,,,,,,,,,,,,,,155.0,,,,,,,,,,,
September 2020,South 24 Parganas,,,,5.0,0.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,167.0,,,2945.0,,,,,,,,,,,,,,,,,,,,730.0,,,,,,,,,,,
September 2020,Uttar Dinajpur,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,131.0,,,1741.0,,,,,,,,,,,,,,,,,,,,473.0,,,,,,,,,,,
September 2021,Alipurduar,,0.0,,,,0.0,,,,,,,578.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,
September 2021,Bankura,,0.01,,,,2.0,,,,,,,2323.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,2.0,
September 2021,Birbhum,,0.23,,,,11.0,,,,,,,3515.0,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,14.0,,,,,,,,1.0,
September 2021,Cooch Behar,,0.09,,,,3.0,,,,,,,1656.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,2.0,
September 2021,Dakshin Dinajpur,,0.0,,,,0.0,,,,,,,1732.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,7.0,,,,,,,,0.0,
September 2021,Darjeeling,,0.05,,,,3.0,,,,,,,2138.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,1.0,
September 2021,Hooghly,,0.02,,,,2.0,,,,,,,5696.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,30.0,,,,,,,,2.0,
September 2021,Howrah,,0.02,,,,1.0,,,,,,,1668.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,9.0,,,,,,,,1.0,
September 2021,Jalpaiguri,,0.03,,,,1.0,,,,,,,1456.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,11.0,,,,,,,,0.0,
September 2021,Jhargram,,0.0,,,,0.0,,,,,,,454.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,
September 2021,Kalimpong,,0.0,,,,0.0,,,,,,,124.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,0.0,
September 2021,Kolkata,,0.0,,,,0.0,,,,,,,1457.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,0.0,
September 2021,Malda,,0.04,,,,2.0,,,,,,,964.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,1.0,
September 2021,Murshidabad,,0.03,,,,2.0,,,,,,,5285.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,28.0,,,,,,,,1.0,
September 2021,Nadia,,0.02,,,,1.0,,,,,,,5754.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,18.0,,,,,,,,1.0,
September 2021,North 24 Parganas,,0.02,,,,1.0,,,,,,,15576.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,63.0,,,,,,,,1.0,
September 2021,Paschim Bardhaman,,0.0,,,,0.0,,,,,,,2745.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,0.0,
September 2021,Paschim Medinipur,,0.0,,,,0.0,,,,,,,3775.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,18.0,,,,,,,,1.0,
September 2021,Purba Bardhaman,,0.04,,,,6.0,,,,,,,3252.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,16.0,,,,,,,,2.0,
September 2021,Purba Medinipur,,0.07,,,,2.0,,,,,,,3344.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,14.0,,,,,,,,1.0,
September 2021,Purulia,,0.06,,,,2.0,,,,,,,1230.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,1.0,
September 2021,South 24 Parganas,,0.0,,,,0.0,,,,,,,3489.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,14.0,,,,,,,,1.0,
September 2021,Uttar Dinajpur,,0.0,,,,0.0,,,,,,,2068.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,11.0,,,,,,,,0.0,
September 2022,Alipurduar,,0.76,,,,,,,,,,,552.0,,25.0,,,3.0,,,68.0,,,,,,,1.0,1.0,,,,,,2.0,2.0,,,,,,,,44.0,54.0,,,,0.09,,,0.5,,,2.25,,,,,,,,,150.0,,,,,,,,
September 2022,Bankura,,1.24,,,,,,,,,,,2425.0,,0.0,,,12.0,,,95.0,,,,,,,3.0,2.0,,,,,,12.0,13.0,,,,,,,,72.0,171.0,,,,0.23,,,0.98,,,4.32,,,,,,,,,289.0,,,,,,,,
September 2022,Birbhum,,6.18,,,,,,,,,,,3612.0,,310.0,,,271.0,,,746.0,,,,,,,20.0,20.0,,,,,,174.0,175.0,,,,,,,,360.0,316.0,,,,0.39,,,3.53,,,14.84,,,,,,,,,978.0,,,,,,,,
September 2022,Cooch Behar,,2.8,,,,,,,,,,,1641.0,,5.0,,,52.0,,,172.0,,,,,,,3.0,3.0,,,,,,20.0,19.0,,,,,,,,163.0,157.0,,,,0.25,,,2.01,,,4.35,,,,,,,,,446.0,,,,,,,,
September 2022,Dakshin Dinajpur,,2.03,,,,,,,,,,,1832.0,,5.0,,,33.0,,,92.0,,,,,,,0.0,0.0,,,,,,2.0,2.0,,,,,,,,118.0,181.0,,,,0.18,,,1.35,,,4.86,,,,,,,,,263.0,,,,,,,,
September 2022,Darjeeling,,2.78,,,,,,,,,,,2306.0,,79.0,,,27.0,,,244.0,,,,,,,0.0,0.0,,,,,,26.0,26.0,,,,,,,,162.0,164.0,,,,0.44,,,2.1,,,7.48,,,,,,,,,498.0,,,,,,,,
September 2022,Hooghly,,7.82,,,,,,,,,,,6041.0,,341.0,,,93.0,,,798.0,,,,,,,5.0,5.0,,,,,,66.0,67.0,,,,,,,,455.0,381.0,,,,0.57,,,4.62,,,18.89,,,,,,,,,1272.0,,,,,,,,
September 2022,Howrah,,1.17,,,,,,,,,,,1449.0,,46.0,,,3.0,,,138.0,,,,,,,1.0,1.0,,,,,,9.0,9.0,,,,,,,,68.0,67.0,,,,0.24,,,1.32,,,8.64,,,,,,,,,586.0,,,,,,,,
September 2022,Jalpaiguri,,0.69,,,,,,,,,,,1575.0,,80.0,,,22.0,,,170.0,,,,,,,3.0,3.0,,,,,,12.0,12.0,,,,,,,,40.0,41.0,,,,0.17,,,1.55,,,3.99,,,,,,,,,266.0,,,,,,,,
September 2022,Jhargram,,0.29,,,,,,,,,,,486.0,,0.0,,,0.0,,,13.0,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,17.0,18.0,,,,0.06,,,0.3,,,1.2,,,,,,,,,80.0,,,,,,,,
September 2022,Kalimpong,,0.15,,,,,,,,,,,178.0,,0.0,,,0.0,,,13.0,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,9.0,10.0,,,,0.06,,,0.32,,,1.04,,,,,,,,,70.0,,,,,,,,
September 2022,Kolkata,,1.19,,,,,,,,,,,968.0,,202.0,,,18.0,,,269.0,,,,,,,0.0,0.0,,,,,,3.0,3.0,,,,,,,,69.0,80.0,,,,0.1,,,2.0,,,3.0,,,,,,,,,250.0,,,,,,,,
September 2022,Malda,,0.65,,,,,,,,,,,818.0,,82.0,,,3.0,,,119.0,,,,,,,1.0,1.0,,,,,,3.0,3.0,,,,,,,,38.0,39.0,,,,0.11,,,0.94,,,2.9,,,,,,,,,193.0,,,,,,,,
September 2022,Murshidabad,,6.25,,,,,,,,,,,5547.0,,120.0,,,76.0,,,630.0,,,,,,,5.0,5.0,,,,,,18.0,19.0,,,,,,,,364.0,358.0,,,,0.6,,,4.18,,,16.86,,,,,,,,,1185.0,,,,,,,,
September 2022,Nadia,,6.75,,,,,,,,,,,5842.0,,133.0,,,83.0,,,577.0,,,,,,,4.0,4.0,,,,,,61.0,66.0,,,,,,,,393.0,413.0,,,,0.45,,,3.89,,,16.44,,,,,,,,,1094.0,,,,,,,,
September 2022,North 24 Parganas,,18.45,,,,,,,,,,,15663.0,,434.0,,,332.0,,,1525.0,,,,,,,16.0,16.0,,,,,,237.0,243.0,,,,,,,,1074.0,1078.0,,,,1.57,,,13.66,,,45.97,,,,,,,,,3169.0,,,,,,,,
September 2022,Paschim Bardhaman,,4.66,,,,,,,,,,,2720.0,,186.0,,,76.0,,,434.0,,,,,,,0.0,0.0,,,,,,11.0,11.0,,,,,,,,271.0,270.0,,,,0.18,,,1.42,,,12.53,,,,,,,,,835.0,,,,,,,,
September 2022,Paschim Medinipur,,3.92,,,,,,,,,,,3988.0,,142.0,,,92.0,,,362.0,,,,,,,3.0,3.0,,,,,,17.0,17.0,,,,,,,,228.0,239.0,,,,0.33,,,2.66,,,9.76,,,,,,,,,650.0,,,,,,,,
September 2022,Purba Bardhaman,,5.45,,,,,,,,,,,3487.0,,15.0,,,56.0,,,301.0,,,,,,,3.0,3.0,,,,,,40.0,40.0,,,,,,,,317.0,282.0,,,,0.32,,,2.43,,,7.11,,,,,,,,,543.0,,,,,,,,
September 2022,Purba Medinipur,,3.4,,,,,,,,,,,3468.0,,191.0,,,43.0,,,381.0,,,,,,,2.0,2.0,,,,,,35.0,34.0,,,,,,,,198.0,251.0,,,,0.27,,,2.07,,,6.18,,,,,,,,,420.0,,,,,,,,
September 2022,Purulia,,0.79,,,,,,,,,,,1154.0,,9.0,,,20.0,,,70.0,,,,,,,1.0,1.0,,,,,,15.0,15.0,,,,,,,,46.0,48.0,,,,0.14,,,1.15,,,2.63,,,,,,,,,175.0,,,,,,,,
September 2022,South 24 Parganas,,3.88,,,,,,,,,,,3582.0,,154.0,,,47.0,,,395.0,,,,,,,2.0,2.0,,,,,,20.0,22.0,,,,,,,,226.0,247.0,,,,0.37,,,3.13,,,10.17,,,,,,,,,741.0,,,,,,,,
September 2022,Uttar Dinajpur,,2.28,,,,,,,,,,,2125.0,,88.0,,,20.0,,,195.0,,,,,,,11.0,11.0,,,,,,18.0,18.0,,,,,,,,133.0,132.0,,,,0.36,,,1.21,,,4.38,,,,,,,,,451.0,,,,,,,,
September 2024,Alipurduar,,60.53,,,,,,,,,,,1353.0,,4.0,,,,,16.0,,,27.0,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,29.0,23.0,,,,,,12.5,,,60.0,,,262.5,,,,,,,,,,175.0,,,30.0,,
September 2024,Bankura,,202.46,,,,,,,,,,,2482.0,,3.0,,,,,26.0,,,112.0,,,,,0.0,0.0,,,,,,2.0,2.0,,,,,,,,97.0,109.0,,,,,,36.0,,,132.0,,,301.5,,,,,,,,,,201.0,,,66.0,,
September 2024,Birbhum,,369.43,,,,,,,,,,,4163.0,,86.0,,,,,139.0,,,264.0,,,,,5.0,6.0,,,,,,28.0,29.0,,,,,,,,177.0,178.0,,,,,,76.0,,,370.0,,,936.0,,,,,,,,,,624.0,,,185.0,,
September 2024,Cooch Behar,,146.1,,,,,,,,,,,1912.0,,6.0,,,,,74.0,,,117.0,,,,,2.0,2.0,,,,,,14.0,14.0,,,,,,,,70.0,67.0,,,,,,26.0,,,228.0,,,439.5,,,,,,,,,,293.0,,,114.0,,
September 2024,Dakshin Dinajpur,,173.24,,,,,,,,,,,2083.0,,0.0,,,,,31.0,,,89.0,,,,,1.0,1.0,,,,,,15.0,15.0,,,,,,,,83.0,89.0,,,,,,24.0,,,100.0,,,436.5,,,,,,,,,,291.0,,,50.0,,
September 2024,Darjeeling,,219.15,,,,,,,,,,,2681.0,,9.0,,,,,8.0,,,114.0,,,,,2.0,2.0,,,,,,7.0,7.0,,,,,,,,105.0,105.0,,,,,,32.0,,,190.0,,,691.5,,,,,,,,,,461.0,,,95.0,,
September 2024,Hooghly,,770.17,,,,,,,,,,,7067.0,,54.0,,,,,126.0,,,419.0,,,,,3.0,4.0,,,,,,56.0,57.0,,,,,,,,369.0,365.0,,,,,,60.5,,,576.0,,,1543.5,,,,,,,,,,1029.0,,,288.0,,
September 2024,Howrah,,231.68,,,,,,,,,,,1746.0,,119.0,,,,,18.0,,,231.0,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,111.0,112.0,,,,,,28.0,,,170.0,,,598.5,,,,,,,,,,399.0,,,85.0,,
September 2024,Jalpaiguri,,256.72,,,,,,,,,,,2113.0,,0.0,,,,,8.0,,,201.0,,,,,2.0,2.0,,,,,,2.0,2.0,,,,,,,,123.0,112.0,,,,,,16.5,,,156.0,,,381.0,,,,,,,,,,254.0,,,78.0,,
September 2024,Jhargram,,62.62,,,,,,,,,,,541.0,,0.0,,,,,0.0,,,31.0,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,30.0,31.0,,,,,,4.0,,,30.0,,,91.5,,,,,,,,,,61.0,,,15.0,,
September 2024,Kalimpong,,4.17,,,,,,,,,,,218.0,,0.0,,,,,2.0,,,7.0,,,,,0.0,0.0,,,,,,2.0,2.0,,,,,,,,2.0,2.0,,,,,,25.0,,,40.0,,,112.5,,,,,,,,,,75.0,,,20.0,,
September 2024,Kolkata,,233.76,,,,,,,,,,,1829.0,,0.0,,,,,13.0,,,255.0,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,112.0,122.0,,,,,,50.0,,,238.0,,,390.0,,,,,,,,,,260.0,,,119.0,,
September 2024,Malda,,100.18,,,,,,,,,,,1104.0,,6.0,,,,,9.0,,,56.0,,,,,1.0,1.0,,,,,,7.0,7.0,,,,,,,,48.0,46.0,,,,,,18.0,,,92.0,,,310.5,,,,,,,,,,207.0,,,46.0,,
September 2024,Murshidabad,,369.43,,,,,,,,,,,6391.0,,10.0,,,,,41.0,,,197.0,,,,,0.0,0.0,,,,,,59.0,61.0,,,,,,,,177.0,187.0,,,,,,103.5,,,406.0,,,1366.5,,,,,,,,,,911.0,,,203.0,,
September 2024,Nadia,,605.28,,,,,,,,,,,6842.0,,68.0,,,,,55.0,,,442.0,,,,,2.0,2.0,,,,,,46.0,50.0,,,,,,,,290.0,374.0,,,,,,66.5,,,492.0,,,1543.5,,,,,,,,,,1029.0,,,246.0,,
September 2024,North 24 Parganas,,1454.76,,,,,,,,,,,17461.0,,123.0,,,,,209.0,,,883.0,,,,,4.0,8.0,,,,,,119.0,117.0,,,,,,,,697.0,760.0,,,,,,168.5,,,1200.0,,,4305.0,,,,,,,,,,2870.0,,,600.0,,
September 2024,Paschim Bardhaman,,400.74,,,,,,,,,,,2859.0,,73.0,,,,,68.0,,,259.0,,,,,1.0,4.0,,,,,,3.0,2.0,,,,,,,,192.0,175.0,,,,,,16.8,,,200.0,,,855.0,,,,,,,,,,570.0,,,100.0,,
September 2024,Paschim Medinipur,,544.75,,,,,,,,,,,4629.0,,0.0,,,,,64.0,,,240.0,,,,,3.0,5.0,,,,,,48.0,48.0,,,,,,,,261.0,240.0,,,,,,48.5,,,314.0,,,667.5,,,,,,,,,,445.0,,,157.0,,
September 2024,Purba Bardhaman,,425.78,,,,,,,,,,,3943.0,,0.0,,,,,50.0,,,197.0,,,,,2.0,2.0,,,,,,7.0,8.0,,,,,,,,204.0,197.0,,,,,,40.5,,,276.0,,,640.5,,,,,,,,,,427.0,,,138.0,,
September 2024,Purba Medinipur,,296.38,,,,,,,,,,,3698.0,,21.0,,,,,75.0,,,161.0,,,,,10.0,10.0,,,,,,57.0,56.0,,,,,,,,142.0,140.0,,,,,,39.0,,,252.0,,,352.5,,,,,,,,,,235.0,,,126.0,,
September 2024,Purulia,,73.05,,,,,,,,,,,1305.0,,17.0,,,,,26.0,,,52.0,,,,,0.0,0.0,,,,,,17.0,17.0,,,,,,,,35.0,35.0,,,,,,9.0,,,120.0,,,285.0,,,,,,,,,,190.0,,,60.0,,
September 2024,South 24 Parganas,,384.04,,,,,,,,,,,4276.0,,54.0,,,,,27.0,,,233.0,,,,,1.0,1.0,,,,,,12.0,13.0,,,,,,,,184.0,179.0,,,,,,33.0,,,270.0,,,1111.5,,,,,,,,,,741.0,,,135.0,,
September 2024,Uttar Dinajpur,,275.51,,,,,,,,,,,2560.0,,14.0,,,,,15.0,,,150.0,,,,,1.0,1.0,,,,,,6.0,6.0,,,,,,,,132.0,136.0,,,,,,47.5,,,192.0,,,600.0,,,,,,,,,,400.0,,,96.0,,
