district,period,branch_network__branch_rural,branch_network__branch_semi_urban,branch_network__branch_urban,branch_network__total_branch,credit_deposit_ratio__advances_rural,credit_deposit_ratio__advances_semi_urban,credit_deposit_ratio__advances_urban,credit_deposit_ratio__cd_ratio,credit_deposit_ratio__deposits_rural,credit_deposit_ratio__deposits_semi_urban,credit_deposit_ratio__deposits_urban,credit_deposit_ratio__total_advance,credit_deposit_ratio__total_branch,credit_deposit_ratio__total_deposit,non_priority_sector__agricuture,non_priority_sector__col_10,non_priority_sector__col_11,non_priority_sector__col_12,non_priority_sector__col_13,non_priority_sector__col_14,non_priority_sector__col_15,non_priority_sector__col_16,non_priority_sector__col_17,non_priority_sector__col_18,non_priority_sector__col_19,non_priority_sector__col_2,non_priority_sector__col_3,non_priority_sector__col_4,non_priority_sector__col_5,non_priority_sector__col_6,non_priority_sector__col_7,non_priority_sector__col_8,non_priority_sector__col_9,non_priority_sector__education,non_priority_sector__housing,non_priority_sector__others,non_priority_sector__personal_loan_under_nps,non_priority_sector__total_non_priority,priority_sector__agri_infra,priority_sector__agri_term,priority_sector__ancillary_activities,priority_sector__col_10,priority_sector__col_11,priority_sector__col_12,priority_sector__col_13,priority_sector__col_14,priority_sector__col_15,priority_sector__col_16,priority_sector__col_17,priority_sector__col_18,priority_sector__col_19,priority_sector__col_2,priority_sector__col_21,priority_sector__col_22,priority_sector__col_3,priority_sector__col_4,priority_sector__col_5,priority_sector__col_6,priority_sector__col_7,priority_sector__col_8,priority_sector__col_9,priority_sector__crop,priority_sector__education,priority_sector__export_credit,priority_sector__housing,priority_sector__msme,priority_sector__others,priority_sector__renewable_energy,priority_sector__social_infrastructure,priority_sector__sub_total,priority_sector__total_agriculture,priority_sector__total_priority_secotr
Hanumakonda,March 2025,37.0,20.0,114.0,171.0,1953.04,1961.13,16641.65,126.4,957.47,710.87,14594.06,20555.82,171.0,16262.4,417.59,164.79,4325.65,1390.33,190.15,170467.0,4482.82,184.0,12255.82,7425.16,175.3,219670.0,483.44,115.8,216.56,74.04,157.2,1019.0,994.53,47.1,603.53,2436.31,731.19,4235.72,144.52,994.4,680.84,8.6,647.56,0.31,0.32,226.0,3.83,233.54,101.75,77.07,0.0,56.0,6214.58,83.83,0.0,0.0,2861.19,24.96,33.02,2595.0,34.68,1736.46,75.58,0.0,403.2,3280.36,0.0,1.64,96.22,2730.86,3556.22,7413.22
Hyderabad,March 2025,2.0,2.0,1163.0,1167.0,137.63,484.44,508761.9,118.85,9.51,263.24,428323.6,509384.0,1167.0,428596.3,0.0,130.7,55070.01,10659.69,78.77,2588405.0,272570.11,120.96,414289.59,304049.55,121.11,177060.0,5334.56,0.0,290.65,749.6,82.68,8564.0,14735.59,906.62,11274.0,225345.0,13533.0,251059.0,0.0,0.0,0.0,38.64,7843.0,315.24,61.82,224.0,44.08,97.52,906.47,587.27,70.23,143.0,81746.1,124.35,237.01,53.9,71094.8,79.75,7.19,9064.0,1173.93,0.0,1108.88,439.99,3037.98,59758.43,836.16,45.2,509.95,0.0,0.0,65736.59
Jagitial,March 2025,68.0,37.0,29.0,134.0,3236.3,2907.23,2631.42,145.08,1901.06,2259.19,1887.97,8774.95,134.0,6048.22,6.23,139.08,730.82,720.79,185.26,111715.0,775.19,53.33,3090.79,1764.05,88.09,260990.0,59.13,949.1,323.1,23.18,115.2,368.0,185.76,20.12,133.56,1453.53,389.07,2002.51,223.4,850.95,1111.58,34.62,442.07,0.35,0.62,454.0,3.86,11.92,105.13,104.49,0.0,40.0,4411.19,75.59,0.0,0.0,713.66,12.33,34.12,1009.0,45.83,2484.99,36.14,8.51,132.37,898.85,0.0,32.38,56.63,3335.94,4670.92,5835.8
Jangoan,March 2025,32.0,33.0,1.0,66.0,2318.39,3313.41,84.5,280.82,779.58,1248.04,7.93,5716.3,66.0,2035.55,5.78,159.21,591.09,298.35,181.78,35355.0,377.1,149.98,1810.98,889.46,169.83,175793.0,50.09,866.6,126.91,8.71,177.4,126.0,155.21,4.91,97.49,251.43,164.13,523.74,148.91,940.93,547.79,25.06,174.11,0.0,0.0,22.0,0.43,39.81,48.51,47.34,0.0,10.0,2970.98,73.43,0.0,0.0,288.2,8.21,26.8,479.0,17.16,1840.07,30.64,0.0,68.47,459.65,0.0,1.08,8.33,2781.0,3477.7,4045.87
Jayashankar Bhupalapally,March 2025,28.0,24.0,0.0,52.0,1212.06,1472.27,48.71,138.34,679.14,1296.51,0.0,2733.04,52.0,1975.65,0.76,153.76,,257.54,246.21,,265.95,147.61,,594.22,179.65,,1.35,177.6,,4.03,147.1,,65.35,2.74,42.5,180.17,104.6,330.77,99.1,372.81,238.94,6.07,,0.0,0.0,,0.12,14.12,,38.36,0.0,,1329.1,59.49,0.0,0.0,,7.23,40.14,,3.14,1344.57,18.01,0.0,51.76,96.73,0.0,0.85,11.52,1717.38,2055.42,2234.29
Jogulamba Gadwal,March 2025,22.0,40.0,0.0,62.0,1646.12,2928.18,106.27,222.5,532.2,1571.45,0.0,4680.57,62.0,2103.65,4.41,163.27,407.42,301.99,266.96,27961.0,316.14,129.52,1450.83,791.01,184.22,164204.0,59.88,1358.0,118.63,7.53,238.3,89.0,105.47,3.16,64.6,244.09,113.12,429.38,111.91,667.56,415.8,10.49,103.29,0.0,0.0,4.0,0.07,0.97,19.23,26.22,0.0,2.0,2735.79,51.17,0.0,0.0,377.58,5.43,35.51,448.0,11.81,3520.34,15.29,0.0,112.6,474.49,0.0,7.19,20.97,4187.9,4715.61,5346.15
Kamareddy,March 2025,74.0,65.0,1.0,140.0,3234.34,4859.28,111.66,199.74,1386.66,2705.37,15.86,8205.28,140.0,4107.89,8.16,158.56,935.14,479.14,171.36,51149.0,585.47,161.13,2639.92,1320.91,164.65,335391.0,17.88,219.1,334.44,10.41,142.6,183.0,228.01,7.3,143.8,363.36,279.61,802.23,132.46,840.28,489.09,22.38,348.42,0.3,1.46,24.0,0.48,12.47,63.82,46.0,0.0,37.0,4187.57,67.19,0.0,0.0,582.0,8.38,22.06,781.0,33.8,3856.02,37.99,0.0,151.02,701.06,0.0,3.85,20.49,4696.3,5317.85,6232.26
Karimnagar,March 2025,92.0,41.0,91.0,224.0,4582.53,2698.16,10418.33,131.82,3890.5,2259.32,7276.62,17699.02,224.0,13426.44,60.64,145.9,2543.94,1093.79,145.62,199104.0,2406.66,165.34,8303.72,4336.55,158.34,287335.0,152.47,251.4,261.45,61.7,136.4,937.0,621.93,45.25,426.28,1455.54,751.13,2738.84,119.49,1192.3,759.27,86.58,765.53,4.14,22.64,660.0,4.28,9.59,249.05,176.35,0.0,14.0,7290.49,91.17,0.0,0.0,2808.06,17.11,38.42,1545.0,166.21,2628.83,44.53,0.0,191.98,2997.07,0.0,44.62,18.29,3821.13,4699.89,7996.38
Khammam,March 2025,97.0,65.0,95.0,257.0,5345.06,4663.33,13125.74,203.59,2382.32,2204.99,6775.9,23134.13,257.0,11363.21,27.02,184.25,4484.43,1344.28,250.7,171553.0,2429.19,142.15,10726.99,5011.6,172.05,567550.0,96.16,355.9,597.05,93.66,130.3,1417.0,1048.31,71.87,568.96,1708.84,536.22,2912.91,144.63,2358.57,703.14,68.44,791.18,2.0,6.31,710.0,16.22,82.46,279.09,272.97,0.0,11.0,10465.18,106.28,0.0,0.0,2541.61,29.43,46.68,2364.0,79.67,3817.92,63.05,0.0,116.41,2591.52,0.0,19.67,31.68,6176.49,7024.26,9846.59
Kumuram Bheem Asifabad,March 2025,42.0,14.0,1.0,57.0,1485.33,555.39,78.72,88.57,1574.16,801.83,16.86,2119.44,57.0,2392.85,6.57,284.98,138.74,81.53,117.12,10890.0,160.07,168.8,539.47,295.83,159.07,99142.0,12.16,185.1,65.22,1.09,187.9,15.0,40.98,0.58,14.38,94.83,69.61,185.97,118.38,363.53,281.54,3.1,37.7,0.0,0.0,32.0,0.12,1.07,21.12,18.9,0.0,0.0,1333.32,42.1,0.0,0.0,179.29,1.33,3.47,148.0,2.42,1987.28,38.38,0.0,78.04,260.02,0.0,11.21,28.7,2350.81,2750.73,3167.08
Mahabubabad,March 2025,25.0,49.0,1.0,75.0,1697.76,4466.66,124.99,274.76,547.7,1730.93,10.41,6289.41,75.0,2289.04,4.3,106.79,386.46,376.79,353.23,46690.0,460.44,148.8,1621.47,989.4,185.86,266353.0,30.41,707.2,233.32,7.95,148.3,154.0,113.81,5.36,106.57,309.43,106.67,532.33,137.76,840.31,714.76,29.33,132.74,0.94,10.12,28.0,0.54,46.15,85.67,102.54,0.0,11.0,3728.12,83.11,0.0,0.0,418.98,7.98,59.15,553.0,7.35,2041.79,13.49,0.0,25.06,701.92,0.0,1.17,9.29,2882.1,3734.62,4485.55
Mahabubnagar,March 2025,50.0,26.0,63.0,139.0,2651.15,2087.07,6979.21,192.48,1045.6,880.42,4161.71,11717.43,139.0,6087.73,18.1,157.67,2060.09,908.22,231.21,105008.0,1177.59,142.22,5636.08,2621.91,170.07,260511.0,58.75,324.6,183.86,31.51,157.3,479.0,445.84,20.03,282.76,827.99,392.81,1541.69,101.21,1162.41,584.24,55.83,533.05,0.31,1.95,51.0,0.99,6.47,50.02,55.59,0.0,10.0,4601.77,62.13,0.0,0.0,1398.82,9.18,71.89,957.0,56.0,3639.15,12.77,0.0,100.31,1775.29,0.0,15.31,15.86,4801.56,5487.01,7406.55
Mancherial,March 2025,50.0,75.0,7.0,132.0,2472.01,5529.14,497.5,97.28,2904.89,5454.38,377.38,8498.65,132.0,8736.65,5.12,164.49,1453.16,633.71,116.92,84000.0,959.16,150.71,4240.67,1967.51,140.46,166918.0,14.3,279.3,152.32,17.95,198.1,203.0,342.39,9.06,208.15,636.44,542.01,1400.78,173.83,656.28,294.17,13.05,391.54,0.0,0.0,76.0,1.23,9.03,70.28,74.38,0.0,18.0,3183.25,60.19,0.0,0.0,856.76,8.53,6.17,848.0,35.08,2879.9,138.28,0.0,268.72,826.19,0.0,13.62,37.26,3536.18,4004.18,5288.25
Medak,March 2025,59.0,51.0,2.0,112.0,2504.94,3663.71,394.91,239.01,993.09,1745.3,7.76,6563.56,112.0,2746.15,3.92,94.92,689.05,378.53,236.26,64398.0,523.59,107.97,2178.8,1072.23,133.68,245758.0,26.08,665.3,211.39,6.53,80.12,118.0,137.5,8.15,144.86,484.95,160.22,802.1,164.02,763.59,469.87,14.61,197.54,0.3,1.72,2.0,0.04,0.58,182.74,130.42,0.0,10.0,3514.43,69.51,0.0,0.0,566.37,7.1,93.05,496.0,14.77,2274.55,7.63,0.0,101.11,1250.51,0.0,6.95,17.43,3038.14,3672.03,5055.66
Medchal Malkajgiri,March 2025,43.0,115.0,531.0,689.0,3247.21,10727.73,136451.9,117.26,3263.59,9613.61,115411.7,150426.8,689.0,128288.9,191.22,181.03,54100.99,12402.23,162.95,1723031.0,32120.89,237.85,115005.94,59600.08,202.85,128092.0,381.39,199.5,164.99,494.09,215.5,5477.0,14201.48,229.33,7844.79,13504.6,7610.84,29380.8,227.13,1456.62,1047.34,49.91,6892.45,0.8,0.84,194.0,14.97,35.83,125.35,151.1,0.0,97.0,25693.76,110.28,7.0,0.0,22719.26,87.31,31.13,7483.0,615.16,312.34,280.47,0.0,1232.46,18604.25,0.0,41.78,95.42,1768.96,3043.43,23297.81
Mulugu,March 2025,26.0,12.0,0.0,38.0,1176.54,601.62,19.21,156.03,782.16,369.76,0.0,1797.37,38.0,1151.92,0.0,90.31,87.81,141.44,397.08,11044.0,128.41,92.96,463.12,303.98,144.2,80286.0,0.43,0.0,75.45,1.27,111.4,21.0,32.43,1.14,35.91,138.14,35.62,210.81,61.74,303.6,250.76,3.52,28.49,0.0,0.0,4.0,0.01,1.37,13.17,13.94,0.0,50.0,1069.33,56.87,0.0,0.0,57.47,5.56,34.3,268.0,1.79,1087.24,16.21,0.0,50.89,99.87,0.0,0.73,9.13,1390.84,1703.34,1880.17
Nagarkurnool,March 2025,48.0,43.0,1.0,92.0,2935.66,3875.14,142.68,228.78,1258.33,1763.23,17.85,6953.48,92.0,3039.41,6.2,161.25,542.37,492.38,335.36,46484.0,462.81,98.45,1942.41,1134.5,156.32,318196.0,12.3,198.4,282.6,12.87,182.8,179.0,154.14,7.04,95.59,470.1,146.82,725.75,119.18,1000.05,731.61,8.03,169.36,0.0,0.0,18.0,0.32,3.24,56.49,51.07,0.0,2.0,4118.11,58.28,0.0,0.0,383.42,6.76,22.11,469.0,19.28,4289.91,30.58,0.0,239.97,638.73,0.0,9.87,6.15,5289.96,6140.75,7066.05
Nalgonda,March 2025,94.0,46.0,97.0,237.0,6558.78,3678.4,12539.62,227.94,2260.28,1523.94,6208.04,22776.8,237.0,9992.26,19.51,161.09,2788.47,1541.68,301.92,175759.0,2344.07,132.31,8843.41,4715.78,169.86,591816.0,83.12,426.0,524.91,59.13,124.4,952.0,687.78,47.55,426.95,1771.69,510.63,2776.33,544.7,1462.89,2189.62,19.37,720.75,0.37,0.67,185.0,3.63,10.14,126.64,132.91,0.0,38.0,11974.12,85.06,0.0,0.0,2313.65,18.52,31.29,1571.0,51.54,5963.84,59.19,0.0,266.03,3500.61,0.0,35.8,55.23,7426.73,10161.05,14077.91
Narayanpet,March 2025,27.0,29.0,0.0,56.0,1512.24,1779.21,74.29,200.48,606.92,1071.91,0.0,3365.74,56.0,1678.83,0.02,138.99,171.4,202.61,598.02,15245.0,186.66,138.39,747.99,444.18,214.57,169924.0,3.58,17900.0,125.35,2.92,85.88,60.0,48.41,3.4,34.83,134.88,33.88,207.01,110.82,553.35,172.15,37.5,74.31,0.08,0.71,2.0,0.04,0.75,26.74,34.59,0.0,2.0,2070.0,59.93,0.0,0.0,169.37,2.63,54.56,272.0,7.2,2324.77,4.82,0.0,19.2,252.16,0.0,5.33,11.24,2878.12,3161.09,3453.84
Nirmal,March 2025,58.0,35.0,4.0,97.0,3164.41,3911.71,329.37,211.63,1613.25,1824.39,61.58,7405.49,97.0,3499.22,4.61,158.78,706.39,413.6,100.08,43902.0,577.35,180.07,2339.18,1207.05,139.87,217062.0,23.88,518.0,210.72,12.18,109.6,187.0,180.04,11.11,113.39,320.62,413.26,862.99,314.86,735.87,207.66,34.17,275.89,0.0,0.0,45.0,0.7,3.36,42.1,33.22,0.0,6.0,4174.82,75.38,0.0,0.0,804.3,4.58,11.18,489.0,29.52,3173.34,40.97,0.0,86.4,935.33,0.0,20.85,22.93,3909.21,4431.73,5538.21
Nizamabad,March 2025,150.0,57.0,86.0,293.0,7412.51,4723.93,8329.63,183.76,3334.97,2439.18,5363.34,20466.07,293.0,11137.49,13.86,166.66,3355.24,1329.42,159.11,164874.0,1929.81,154.11,8785.24,4217.53,160.81,499517.0,92.91,670.4,503.76,62.67,159.3,937.0,802.72,39.35,481.66,1252.23,835.55,2622.65,321.75,1963.4,1715.86,63.33,1029.46,9.74,27.33,184.0,3.61,18.75,148.99,136.53,0.0,76.0,9344.56,81.93,0.0,0.0,2273.39,20.94,24.92,1960.0,111.87,4743.59,84.02,0.0,176.65,2344.7,0.0,19.25,35.64,6706.99,8744.6,11404.86
Peddapalli,March 2025,43.0,47.0,29.0,119.0,2109.89,3468.81,2222.13,103.58,2048.25,2381.88,3101.24,7800.83,119.0,7531.37,21.67,151.37,1105.39,502.83,147.15,84845.0,862.22,141.17,3401.88,1690.8,144.76,189940.0,38.12,175.9,223.82,20.84,118.6,335.0,266.79,17.57,176.25,610.77,341.71,1167.97,57.98,756.46,420.31,38.49,282.36,0.0,0.0,342.0,1.41,10.29,74.4,86.72,0.0,3.0,3398.42,73.82,0.0,0.0,872.95,13.28,54.7,862.0,20.79,2094.8,24.28,0.0,54.01,1163.98,0.0,13.7,18.26,2851.26,3329.55,4603.78
Rajanna Sircilla,March 2025,41.0,30.0,6.0,77.0,2107.27,2353.67,859.64,132.23,1079.0,2103.14,841.49,5320.58,77.0,4023.63,2.41,111.89,657.88,275.86,103.5,61181.0,527.49,168.25,1927.2,993.27,135.89,134190.0,22.23,922.4,194.24,11.87,129.2,222.0,155.82,9.19,139.26,313.52,266.54,730.92,174.28,485.89,512.86,70.71,382.76,0.0,0.0,624.0,2.3,8.18,101.14,71.63,0.0,3.0,2430.79,69.11,0.0,0.0,425.57,4.42,16.35,427.0,25.88,1681.51,27.04,2.36,36.6,559.35,0.0,28.12,9.37,2167.4,2854.54,3517.38
Ranga Reddy,March 2025,156.0,109.0,558.0,823.0,10259.3,8562.16,92359.34,110.13,10793.4,5736.6,84420.11,111180.8,823.0,100950.1,398.92,177.07,32248.04,7323.01,225.79,751898.0,34029.77,208.84,85058.28,52182.47,203.45,396049.0,726.98,182.2,400.11,527.42,173.6,5916.0,9575.29,303.79,5407.54,16294.8,3243.31,25648.3,518.09,2889.24,1340.15,44.0,3850.97,1.66,7.25,307.0,6.43,119.07,267.27,310.21,0.0,134.0,21422.79,85.04,125.69,0.0,12557.7,78.45,72.3,6680.0,521.51,4035.59,108.5,0.0,1185.3,15086.05,0.0,5.4,22.91,6924.83,8783.07,25191.23
Sangareddy,March 2025,90.0,127.0,41.0,258.0,6158.34,17876.35,8801.29,167.61,5700.8,6948.87,6941.04,32835.98,258.0,19590.71,9.54,159.72,14029.15,2067.3,207.73,185772.0,3522.67,83.09,22699.97,9858.39,125.05,320878.0,44.3,464.4,260.18,58.55,188.5,741.0,4165.57,31.06,2608.09,4239.53,995.18,7883.4,158.1,1358.78,851.69,34.98,1607.19,0.19,0.37,65.0,1.67,22.45,324.09,280.24,0.0,42.0,7428.16,77.73,0.0,0.0,2554.93,30.51,62.84,2572.0,108.76,3687.31,48.55,0.8,310.9,3081.27,0.0,7.44,51.43,5046.09,6055.88,9556.27
Siddipet,March 2025,76.0,47.0,37.0,160.0,3927.9,3291.08,3732.36,191.83,1903.13,1836.13,1969.57,10951.34,160.0,5708.83,35.98,165.11,1493.0,750.47,394.32,79308.0,861.2,163.31,4003.64,2141.53,211.12,332994.0,106.5,296.0,249.15,19.23,120.5,317.0,404.13,15.96,244.77,527.35,190.32,1014.38,187.03,1246.78,819.53,20.52,465.0,0.38,0.71,211.0,2.64,82.76,275.49,224.23,0.0,13.0,5667.45,74.55,0.0,0.0,968.83,15.92,85.09,1100.0,44.61,3965.61,18.71,0.0,217.44,1090.07,0.0,3.19,53.44,5212.39,6218.95,7601.8
Suryapet,March 2025,64.0,55.0,44.0,163.0,4375.98,5227.63,4860.34,284.6,1387.02,1891.68,1803.51,14463.95,163.0,5082.21,9.76,160.78,2106.03,816.9,382.66,90501.0,1059.29,122.93,5190.24,2469.94,173.51,449804.0,59.54,610.0,501.81,36.04,125.4,670.0,498.17,28.75,309.84,861.67,213.48,1423.5,332.99,1165.87,1616.11,26.92,588.88,0.42,1.16,220.0,4.36,6.4,88.22,112.34,0.0,56.0,7955.47,96.48,0.0,0.0,1367.35,15.13,42.03,1282.0,48.47,3186.24,36.0,0.0,180.03,1624.49,0.0,68.11,36.11,4352.11,6301.21,8245.95
Vikarabad,March 2025,58.0,48.0,3.0,109.0,2632.11,3768.27,260.27,188.77,1348.59,2142.36,37.52,6660.65,109.0,3528.47,2.0,197.99,453.18,369.07,204.9,113898.0,708.7,181.53,2072.37,1222.1,190.47,284656.0,4.39,219.5,285.97,11.01,277.3,105.0,128.93,3.97,65.12,390.41,180.12,641.62,99.3,1031.03,706.62,1.09,147.91,0.0,0.0,9.0,0.16,0.42,55.78,52.25,0.0,19.0,3550.22,47.51,0.0,0.0,445.58,4.47,18.63,432.0,12.83,3794.37,24.0,0.0,1175.98,565.07,0.0,37.74,38.03,4825.4,5631.32,7472.14
Wanaparthy,March 2025,23.0,37.0,1.0,61.0,1319.47,3167.28,100.71,215.68,455.95,1655.82,15.21,4587.46,61.0,2126.98,1.81,173.8,531.06,373.99,446.34,26225.0,297.2,124.07,1600.32,803.08,200.45,175749.0,3.18,175.7,136.55,6.84,127.4,135.0,121.87,5.37,70.12,239.55,83.79,400.64,111.72,665.16,379.86,10.92,152.04,0.0,0.0,6.0,0.11,1.68,47.06,53.23,0.0,2.0,2465.93,56.06,0.0,0.0,329.03,7.57,33.0,593.0,12.23,2736.26,22.94,0.0,111.99,353.85,0.0,6.53,10.78,3401.42,3893.0,4399.09
Warangal,March 2025,42.0,23.0,74.0,139.0,2389.04,2316.54,7871.7,151.92,817.85,713.52,6747.57,12577.28,139.0,8278.94,26.84,150.99,1746.07,744.41,242.36,120565.0,1592.15,146.14,5695.03,2848.76,162.65,234972.0,21.69,80.81,240.92,34.53,132.5,493.0,455.98,26.06,302.0,1089.44,307.15,1751.49,259.92,1342.51,695.38,71.31,314.03,2.6,33.99,81.0,1.44,218.18,127.19,136.85,0.0,11.0,5347.48,99.55,0.0,0.0,2038.5,15.69,54.33,1386.0,50.72,1968.02,28.88,0.0,71.13,997.73,0.0,0.66,7.65,3310.53,4265.83,5371.88
Yadadri Bhuvanagiri,March 2025,57.0,55.0,3.0,115.0,3159.77,4618.52,324.66,209.4,1335.64,2458.19,75.84,8102.95,115.0,3869.67,8.55,131.96,872.98,672.35,461.4,57162.0,645.87,145.62,2854.96,1575.93,205.68,243304.0,30.04,351.4,197.81,20.83,178.5,265.0,206.84,11.67,156.75,443.52,145.72,766.21,263.92,784.78,738.77,27.6,229.08,0.0,0.0,31.0,0.59,3.92,44.53,47.25,0.0,38.0,4533.75,91.15,0.0,0.0,695.62,5.55,31.62,552.0,19.37,2309.49,17.55,0.0,70.17,762.19,0.0,15.05,11.76,3094.27,4096.96,4973.68
Adilabad,June 2025,54.0,17.0,40.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhadradri Kothagudem,June 2025,68.0,115.0,0.0,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanumakonda,June 2025,37.0,20.0,114.0,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyderabad,June 2025,2.0,2.0,1166.0,1170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagitial,June 2025,68.0,37.0,29.0,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jangoan,June 2025,32.0,33.0,1.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayashankar Bhupalapally,June 2025,28.0,24.0,0.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jogulamba Gadwal,June 2025,22.0,40.0,0.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamareddy,June 2025,74.0,65.0,1.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karimnagar,June 2025,92.0,42.0,91.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khammam,June 2025,99.0,65.0,96.0,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumuram Bheem Asifabad,June 2025,42.0,14.0,1.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahabubabad,June 2025,25.0,49.0,1.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahabubnagar,June 2025,50.0,26.0,63.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mancherial,June 2025,50.0,75.0,7.0,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medak,June 2025,59.0,51.0,2.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medchal Malkajgiri,June 2025,43.0,117.0,534.0,694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mulugu,June 2025,26.0,12.0,0.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagarkurnool,June 2025,48.0,43.0,1.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nalgonda,June 2025,95.0,47.0,97.0,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narayanpet,June 2025,27.0,30.0,0.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nirmal,June 2025,59.0,35.0,4.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nizamabad,June 2025,150.0,57.0,86.0,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peddapalli,June 2025,43.0,47.0,29.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajanna Sircilla,June 2025,41.0,30.0,6.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranga Reddy,June 2025,155.0,113.0,564.0,832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangareddy,June 2025,90.0,129.0,43.0,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siddipet,June 2025,76.0,46.0,38.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suryapet,June 2025,65.0,58.0,42.0,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikarabad,June 2025,58.0,50.0,3.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanaparthy,June 2025,23.0,37.0,1.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warangal,June 2025,41.0,25.0,74.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yadadri Bhuvanagiri,June 2025,58.0,55.0,4.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
