district,period,acp_achievement__col_1,acp_achievement__col_10,acp_achievement__col_11,acp_achievement__col_12,acp_achievement__col_2,acp_achievement__col_3,acp_achievement__col_4,acp_achievement__col_5,acp_achievement__col_6,acp_achievement__col_7,acp_achievement__col_8,acp_achievement__col_9,animal_husbandry__achievement_no,animal_husbandry__amount_crore,animal_husbandry__target_no,atm_network__no_of_atm,bank_mitra__no_of_bank_mitra,cgtmse__amount_crore,cgtmse__no_of_accounts,credit_deposit_ratio__cd_ratio,credit_deposit_ratio__total_advances,credit_deposit_ratio__total_deposit,fisheries__achievement_no,fisheries__amount_crore,fisheries__target_no,jansuraksha__col_1,jansuraksha__col_2,jansuraksha__col_3,jansuraksha__col_4,jansuraksha__col_5,jansuraksha__col_6,jansuraksha__col_7,jansuraksha__col_8,jansuraksha__col_9,kcc__achievement_amt,kcc__achievement_no,kcc__achievement_pct_amt,kcc__achievement_pct_no,kcc__target_amt,kcc__target_no,mudra__kishore_amt,mudra__kishore_no,mudra__shishu_amt,mudra__shishu_no,mudra__tarun_amt,mudra__tarun_no,mudra__total_amt,mudra__total_no,pmegp__disbursed_projects,pmegp__sanctioned_amt,pmegp__sanctioned_projects,pmegp__sponsored_projects,pmegp__target_employment,pmegp__target_margin_money,pmegp__target_projects,pmjdy__active_no,pmjdy__active_pct,pmjdy__balance_amt_crore,pmjdy__female_no,pmjdy__male_no,pmjdy__rupay_active_no,pmjdy__rupay_active_pct,pmjdy__rupay_issued_no,pmjdy__rural_no,pmjdy__total_pmjdy_no,pmjdy__urban_no,pmjdy__zero_balance_no,priority_sector__col_1,priority_sector__col_2,priority_sector__col_3,priority_sector__col_4,priority_sector__col_5,priority_sector__col_6,shg__achievement_amt,shg__achievement_no,shg__achievement_pct_amt,shg__achievement_pct_no,shg__target_amt,shg__target_no,social_security_apy__subscribers_fy15,social_security_apy__subscribers_fy16,social_security_apy__subscribers_fy17,social_security_apy__subscribers_fy18,social_security_apy__subscribers_fy19,social_security_apy__subscribers_fy20,social_security_pmjjby__claims_amount_crore,social_security_pmjjby__claims_paid_no,social_security_pmjjby__claims_pending_no,social_security_pmjjby__claims_rejected_no,social_security_pmjjby__claims_total_no,social_security_pmjjby__claims_under_process_no,social_security_pmsby__claims_amount_crore,social_security_pmsby__claims_paid_no,social_security_pmsby__claims_pending_no,social_security_pmsby__claims_rejected_no,social_security_pmsby__claims_total_no,social_security_pmsby__claims_under_process_no,stand_up_india__sc_st_amount,stand_up_india__sc_st_loans,stand_up_india__total_amount,stand_up_india__total_loans,stand_up_india__women_amount,stand_up_india__women_loans
Bijnor,June 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.85,,,,30.0,,4.37,,,,,,,,,,,,,,,,,,,,870.0,435.0,2.0,22.0,462.0,3.0,203.0,102.0,4.0,25.0,132.0,1.0,1021.42,254.0,,,14.57,214.0
Basti,June 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,143.0,7.0,272.0,0.0,,63704.0,,313464.0,,377168.0,819.74,216.0,,,8.56,66.0
Firozabad,June 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71175.0,,277563.0,,348738.0,853.96,157.0,,,8.76,110.0
Hamirpur,June 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0,78.0,9.0,13.0,100.0,0.0,34.0,17.0,4.0,4.0,28.0,3.0,191.3,26.0,,,2.19,19.0
Jalaun,June 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0,187.0,2.0,18.0,208.0,1.0,105.0,53.0,3.0,25.0,83.0,2.0,125.85,26.0,,,5.63,53.0
Jhansi,June 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,33.0,5.0,14.0,52.0,0.0,665.53,273.0,,,,
Kheri,June 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1326.0,663.0,17.0,64.0,751.0,7.0,171.0,87.0,9.0,25.0,122.0,1.0,571.61,135.0,,,,
Lalitpur,June 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,52.0,1.0,3.0,56.0,0.0,29.0,15.0,0.0,2.0,17.0,0.0,6271.43,2663.0,,,,
Pilibhit,June 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,59.0,3.0,13.0,76.0,1.0,,,,,,
Sant Kabeer Nagar,June 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,53.0,1.0,104.0,0.0,8.0,4.0,0.0,1.0,6.0,1.0,406.94,101.0,,,,
Shamli,June 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.0,163.0,2.0,10.0,176.0,1.0,60.0,31.0,1.0,17.0,50.0,1.0,,,,,,
Varanasi,June 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790.0,395.0,8.0,17.0,423.0,3.0,150.0,76.0,10.0,13.0,99.0,0.0,98370.96,23118.0,,,,
Hathras,June 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,88.0,6.0,164.0,0.0,46.0,23.0,1.0,33.0,58.0,1.0,379.45,98.0,,,9.73,91.0
Maharajganj,June 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.37,151.0,,,,
Amethi,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626660.0,99.43,362.75,372172.0,332463.0,623102.0,97.72,612369.0,639152.0,704635.0,65483.0,23362.0,,,,,,,51.23,131.0,36.78,50.38,139.3,260.0,,,,,,,,,,,,,,36328.0,,158425.0,,194753.0,1169.64,238.0,,,,
Balrampur,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447455.0,95.44,213.45,281076.0,230363.0,427059.0,69.56,311272.0,440601.0,511439.0,70838.0,30079.0,,,,,,,2.55,8.0,4.13,6.67,61.78,120.0,,,,,,,178.0,89.0,0.0,3.0,92.0,0.0,,42618.0,,206403.0,,249021.0,463.53,161.0,,,2.53,22.0
Banda,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353489.0,103.35,172.82,239491.0,243618.0,365318.0,45.82,161952.0,391576.0,483109.0,91533.0,26750.0,,,,,,,4.91,14.0,0.72,1.09,685.25,1290.0,,,,,,,,,,,,,,76427.0,,232998.0,,309425.0,335.67,85.0,,,3.86,30.0
Bareilly,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618048.0,91.03,506.91,912503.0,800539.0,1472893.0,88.0,1423865.0,1088123.0,1713042.0,624919.0,83158.0,,,,,,,50.75,159.0,31.37,51.29,161.76,310.0,,,,,,,1914.0,618601.55,20.0,149134.0,1064.0,24.11,,153380.0,,695959.0,,849339.0,3535.61,1100.0,,,29.42,255.0
Basti,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734891.0,76.76,244.55,460975.0,372054.0,564123.0,85.64,629347.0,730160.0,833029.0,102869.0,87453.0,,,,,,,107.85,437.0,9.36,20.05,1152.56,2180.0,,,,,,,274.0,137.0,0.0,7.0,144.0,0.0,,55926.0,,288121.0,,344047.0,2092.4,574.0,,,8.62,54.0
Budaun,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173.0,7.82,8.51,3160.0,17.86,23.37,17.51,258.0,,,,,,,,1302474.0,74.0,285.89,739700.0,591814.0,963854.0,90.08,1173240.0,875913.0,1331514.0,455601.0,51854.0,,,,,,,13.08,45.0,1.07,1.95,1222.21,2310.0,,,,,,,574.0,287.0,6.0,15.0,308.0,0.0,,66508.0,,385506.0,,452014.0,1007.9,340.0,,,6.59,109.0
Bulandshahr,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1544.0,28.95,30.43,11713.0,22.65,31.04,34.85,438.0,,,,,,,,1012512.0,78.21,352.0,639324.0,471978.0,791913.0,95.88,970829.0,812240.0,1111302.0,299062.0,77055.0,,,,,,,14.76,109.0,8.53,33.03,173.0,330.0,,,,,,,886.0,443.0,24.0,37.0,506.0,2.0,,71066.0,,273225.0,,344291.0,1860.79,472.0,,,,
Deoria,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963146.0,80.77,305.2,652910.0,398133.0,777980.0,75.0,722383.0,740715.0,1051043.0,310328.0,159108.0,,,,,,,74.36,404.0,6.41,18.45,1159.3,2190.0,,,,,,,376.0,188.0,1.0,8.0,198.0,1.0,,72444.0,,257756.0,,330200.0,1782.54,405.0,,,10.92,79.0
Etah,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.0,2.91,3.16,2131.0,13.94,15.77,11.94,171.0,,,,,,,,660075.0,78.53,204.85,367515.0,330682.0,518375.0,84.16,555514.0,325239.0,698197.0,372958.0,76676.0,,,,,,,1.12,6.0,1.35,3.75,83.13,160.0,,,,,,,1138.0,334079.6,14.0,47706.56,611.0,14.28,,76295.0,,200213.0,,276508.0,374.1,48.0,,,4.71,48.0
Etawah,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.0,2.12,2.81,25319.0,16.49,19.18,17.35,264.0,,,,,,,,467844.0,81.34,171.83,275177.0,223644.0,380556.0,82.93,388000.0,303226.0,498821.0,195595.0,55370.0,,,,,,,27.82,141.0,3.52,9.46,789.72,1490.0,,,,,,,252.0,126.0,0.0,11.0,140.0,3.0,,39472.0,,191882.0,,231354.0,430.99,130.0,,,9.36,65.0
Farrukhabad,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616.0,2.43,3.34,1792.0,23.77,33.93,17.85,300.0,,,,,,,,680390.0,89.49,219.52,417446.0,352313.0,608868.0,89.9,611656.0,480343.0,769759.0,289416.0,84888.0,,,,,,,29.03,12.0,39.76,8.57,73.02,140.0,,,,,,,1068.0,189720.0,4.0,40863.0,576.0,21.54,,84519.0,,289497.0,,374016.0,670.79,183.0,,,9.62,72.0
Fatehpur,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.0,7.1,7.34,2812.0,15.73,16.93,13.03,196.0,,,,,,,,909369.0,92.88,499.09,514221.0,491154.0,844646.0,93.45,849845.0,805881.0,1005375.0,199494.0,31026.0,,,,,,,47.06,294.0,2.96,9.8,1587.3,3000.0,,,,,,,99.0,51.0,5.0,9.0,65.0,0.0,,89575.0,,370400.0,,459975.0,1912.15,379.0,,,8.6,68.0
Firozabad,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521.0,14.15,14.84,5999.0,23.39,30.08,23.54,327.0,,,,,,,,921104.0,85.09,228.32,550005.0,488970.0,783751.0,91.82,845752.0,474742.0,1038975.0,564233.0,98533.0,,,,,,,15.94,11.0,16.89,6.11,94.36,180.0,,,,,,,456.0,228.0,6.0,10.0,245.0,1.0,,71114.0,,274062.0,,345176.0,2258.43,390.0,,,,
Ghaziabad,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3768.0,26.28,28.26,11959.0,70.97,83.5,93.78,1279.0,,,,,,,,759966.0,79.4,343.22,431436.0,393940.0,603442.0,91.01,691662.0,173601.0,825376.0,651775.0,57167.0,,,,,,,20.88,116.0,44.26,100.0,47.18,90.0,,,,,,,1508.0,941535.68,20.0,258292.28,795.0,27.43,,167767.0,,422730.0,,590497.0,10218.79,1419.0,,,,
Ghazipur,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889.0,30.03,31.03,11720.0,26.75,35.14,23.83,307.0,,,,,,,,1205622.0,86.2,461.39,742141.0,578352.0,1039272.0,64.33,775625.0,1134060.0,1320493.0,186433.0,234628.0,,,,,,,10.69,6.0,6.18,1.82,173.0,330.0,,,,,,,87.0,45.0,1.0,3.0,50.0,1.0,,67020.0,,276475.0,,343495.0,3310.9,955.0,,,,
Gonda,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515.0,6.68,7.36,3215.0,20.04,26.25,13.9,219.0,,,,,,,,907825.0,92.98,964.02,555752.0,458540.0,844068.0,71.71,651030.0,784666.0,1014292.0,229626.0,44806.0,,,,,,,16.61,31.0,9.6,9.39,173.0,330.0,,,,,,,48.0,24.0,4.0,11.0,39.0,0.0,,89268.0,,360937.0,,450205.0,972.73,295.0,,,5.69,52.0
Gorakhpur,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6373.0,132.06,134.45,44501.0,94.75,108.05,98.9,1286.0,,,,,,,,1519402.0,73.76,450.47,991154.0,602543.0,1120760.0,75.98,1154396.0,1034502.0,1593697.0,559195.0,167536.0,,,,,,,148.35,497.0,9.16,16.24,1618.75,3060.0,,,,,,,100.0,417164.4,7.0,229532.12,71.0,55.02,,130864.0,,503736.0,,634600.0,4694.77,957.0,,,39.91,260.0
Hamirpur,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304386.0,89.32,135.66,174681.0,166444.0,271886.0,75.69,230398.0,268275.0,341125.0,72850.0,10376.0,,,,,,,3.73,8.0,0.36,0.4,1045.84,1980.0,,,,,,,36.0,18.0,9.0,3.0,33.0,3.0,,44139.0,,150532.0,,194671.0,422.18,74.0,,,,
Hapur,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982.0,21.68,22.49,9238.0,15.32,20.44,13.54,196.0,,,,,,,,212337.0,91.73,83.32,147605.0,112198.0,194784.0,97.02,206015.0,168222.0,259803.0,91581.0,22950.0,,,,,,,1.65,4.0,3.87,5.0,42.69,80.0,,,,,,,72.0,37.0,3.0,8.0,48.0,0.0,,23844.0,,75297.0,,99141.0,23.3,94.0,,,18.16,86.0
Hardoi,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2471.0,5.5,6.37,4230.0,36.73,44.33,25.12,371.0,,,,,,,,1447357.0,82.67,502.06,828644.0,695892.0,1196583.0,82.04,1187420.0,1271529.0,1524536.0,253007.0,125243.0,,,,,,,29.01,84.0,2.67,4.1,1086.28,2050.0,,,,,,,119.0,60.0,14.0,37.0,112.0,1.0,,143173.0,,468296.0,,611469.0,2003.39,405.0,,,,
Jalaun,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.0,2.42,2.81,1469.0,12.67,14.42,7.21,107.0,,,,,,,,444770.0,85.75,166.89,256052.0,234593.0,381397.0,60.87,270746.0,359245.0,490645.0,131400.0,16761.0,,,,,,,4.83,17.0,0.36,0.66,1357.01,2570.0,,,,,,,111.0,56.0,2.0,25.0,84.0,1.0,,51200.0,,159756.0,,210956.0,516.39,95.0,,,5.98,47.0
Jaunpur,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3508.0,65.03,77.76,23093.0,46.0,53.55,28.41,405.0,,,,,,,,1917218.0,87.83,576.86,1211293.0,861359.0,1683958.0,56.63,1085810.0,1740625.0,2072652.0,332027.0,335767.0,,,,,,,10.37,14.0,4.53,3.26,229.16,430.0,,,,,,,92.0,46.0,4.0,9.0,59.0,0.0,,78839.0,,356902.0,,435741.0,3181.24,1176.0,,,6.02,57.0
Kannauj,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562.0,6.06,6.74,2997.0,18.71,29.07,13.38,241.0,,,,,,,,522656.0,96.89,207.42,334006.0,287686.0,506423.0,91.33,477330.0,563855.0,621692.0,57837.0,66998.0,,,,,,,22.95,90.0,2.36,4.89,971.7,1840.0,,,,,,,66.0,202781.78,11.0,87784.23,70.0,43.29,,61296.0,,201783.0,,263079.0,619.49,163.0,,,2.89,22.0
Kanpur Nagar,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5122.0,13.58,15.97,7951.0,104.83,121.58,103.74,1509.0,,,,,,,,1100276.0,88.21,495.14,625583.0,566740.0,970531.0,91.02,1001460.0,395594.0,1192323.0,796729.0,68921.0,,,,,,,20.64,117.0,19.55,58.5,105.6,200.0,,,,,,,397.0,199.0,18.0,38.0,256.0,1.0,,176483.0,,796949.0,,973432.0,10804.93,1786.0,,,76.06,523.0
Kaushambi,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550935.0,94.92,218.45,321211.0,297667.0,522949.0,98.47,542495.0,548688.0,618878.0,70190.0,29456.0,,,,,,,43.92,102.0,52.13,63.75,84.25,160.0,,,,,,,46.0,56517.83,1.0,20724.0,28.0,36.67,,40462.0,,272871.0,,313333.0,707.41,193.0,,,,
Kheri,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311.0,12.36,13.2,5328.0,20.3,26.2,17.77,226.0,,,,,,,,1298354.0,93.07,374.34,757600.0,654788.0,1208354.0,54.61,709025.0,1239243.0,1412388.0,173145.0,60831.0,,,,,,,,,,,,,,,,,,,179.0,91.0,16.0,25.0,133.0,1.0,,95919.0,,342610.0,,438529.0,923.36,206.0,,,,
Kushi Nagar,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2874.0,91.79,92.43,39708.0,37.83,44.07,26.97,351.0,,,,,,,,1088214.0,75.35,278.81,667688.0,482522.0,819951.0,63.79,694118.0,1003761.0,1150210.0,146449.0,158947.0,,,,,,,33.56,248.0,21.97,85.52,152.78,290.0,,,,,,,22.0,11.0,2.0,6.0,19.0,0.0,,56169.0,,232367.0,,288536.0,1029.2,327.0,,,7.29,47.0
Lalitpur,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.0,1.31,2.17,994.0,10.5,14.5,9.29,144.0,,,,,,,,465967.0,81.57,113.32,257559.0,236469.0,380089.0,89.97,419224.0,356440.0,494028.0,137588.0,27379.0,,,,,,,69.43,135.0,9.98,10.23,695.36,1320.0,,,,,,,29.0,15.0,0.0,2.0,17.0,0.0,,26793.0,,121533.0,,148326.0,6711.42,2744.0,,,,
Lucknow,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8606.0,31.62,37.99,21477.0,151.29,184.31,154.12,2185.0,,,,,,,,1228710.0,81.67,613.79,677648.0,602368.0,1003527.0,80.52,989377.0,447913.0,1280016.0,832103.0,111393.0,,,,,,,112.89,177.0,16.0,13.31,705.47,1330.0,,,,,,,493.0,247.0,35.0,84.0,369.0,3.0,,275327.0,,1049157.0,,1324484.0,15644.61,2812.0,,,,
Mahoba,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,0.56,0.71,410.0,3.01,3.6,1.12,15.0,,,,,,,,232205.0,90.35,130.98,141707.0,131218.0,209795.0,61.15,142004.0,203419.0,272925.0,69506.0,6847.0,,,,,,,6.41,5.0,1.91,0.79,335.88,630.0,,,,,,,50.0,25.0,2.0,25.0,52.0,0.0,,44001.0,,112013.0,,156014.0,189.1,55.0,,,4.91,28.0
Mathura,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1732.0,35.32,36.13,12486.0,31.77,35.39,37.07,492.0,,,,,,,,619228.0,88.77,217.56,357610.0,344183.0,549682.0,91.58,567118.0,415404.0,701793.0,286389.0,46394.0,,,,,,,16.71,44.0,15.82,22.0,105.6,200.0,,,,,,,211.0,106.0,3.0,26.0,136.0,1.0,,84218.0,,288389.0,,372607.0,2328.12,589.0,,,29.08,203.0
Mau,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890.0,24.27,24.9,7807.0,24.05,27.56,15.08,213.0,,,,,,,,1129593.0,84.33,345.2,700458.0,489739.0,952607.0,52.74,595713.0,893611.0,1190197.0,296586.0,176374.0,,,,,,,8.48,9.0,8.99,5.0,94.36,180.0,,,,,,,34.0,17.0,1.0,5.0,23.0,0.0,,44700.0,,163382.0,,208082.0,1746.91,641.0,,,10.74,68.0
Mirzapur,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.0,35.98,46.18,14554.0,21.9,24.36,14.6,254.0,,,,,,,,749274.0,89.16,318.66,468340.0,382292.0,668058.0,66.96,501743.0,699678.0,850632.0,150954.0,28268.0,,,,,,,13.64,80.0,1.22,3.77,1122.23,2120.0,,,,,,,130.0,65.0,11.0,29.0,106.0,1.0,,85348.0,,311019.0,,396367.0,1057.34,288.0,,,16.07,89.0
Moradabad,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3784.0,8.62,9.91,3875.0,58.3,82.45,62.62,858.0,,,,,,,,778852.0,94.09,302.71,550291.0,429892.0,732825.0,98.48,766999.0,429002.0,980183.0,551181.0,72029.0,,,,,,,15.23,53.0,18.32,33.13,83.13,160.0,,,,,,,149.0,76.0,9.0,9.0,94.0,0.0,,112474.0,,371502.0,,483976.0,4426.4,1046.0,,,26.88,198.0
Muzaffarnagar,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251.0,48.87,51.54,17314.0,29.97,39.84,30.74,399.0,,,,,,,,775971.0,82.54,296.35,496360.0,360484.0,640498.0,93.94,728933.0,471021.0,856844.0,385823.0,44247.0,,,,,,,85.15,126.0,90.24,70.0,94.36,180.0,,,,,,,234.0,118.0,16.0,22.0,158.0,2.0,,75494.0,,300870.0,,376364.0,2408.12,608.0,,,,
Pratapgarh,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674.0,9.03,10.07,3812.0,25.62,36.32,23.35,308.0,,,,,,,,1215023.0,91.35,600.65,661407.0,642056.0,1109928.0,70.78,860045.0,1247478.0,1303463.0,55985.0,65286.0,,,,,,,50.84,203.0,12.93,27.43,393.17,740.0,,,,,,,81.0,200811.8,7.0,93447.44,51.0,0.0,,94567.0,,352732.0,,447299.0,1148.77,301.0,,,,
Prayagraj,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3964.0,82.47,86.01,28384.0,61.78,79.89,51.95,802.0,,,,,,,,2434432.0,85.33,942.17,1302737.0,1235310.0,2077367.0,87.85,2138562.0,1906628.0,2538047.0,631419.0,139600.0,,,,,,,216.16,542.0,17.69,23.46,1222.21,2310.0,,,,,,,144.0,350873.2,11.0,167170.66,107.0,47.64,,176333.0,,1014520.0,,1190853.0,5215.35,1206.0,,,41.72,291.0
Rae Bareli,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739115.0,94.74,436.79,389614.0,393396.0,700205.0,84.95,627907.0,682721.0,783010.0,100289.0,29503.0,,,,,,,155.61,787.0,79.61,100.0,195.46,370.0,,,,,,,162.0,82.0,8.0,10.0,102.0,2.0,,114865.0,,490354.0,,605219.0,42766.19,9165.0,,,,
Rampur,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.0,7.38,8.36,3829.0,17.81,25.04,15.9,232.0,,,,,,,,578238.0,93.48,216.6,358789.0,306082.0,540555.0,96.93,560500.0,421051.0,664871.0,243820.0,35641.0,,,,,,,6.5,97.0,10.52,80.83,61.78,120.0,,,,,,,124.0,500699.46,3.0,198775.22,70.0,39.7,,77531.0,,297454.0,,374985.0,888.09,283.0,,,4.92,58.0
Saharanpur,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2418.0,50.98,53.17,17845.0,35.67,43.67,38.88,485.0,,,,,,,,1124345.0,83.66,275.12,676714.0,544391.0,940645.0,86.46,972060.0,654630.0,1221105.0,566475.0,105042.0,,,,,,,30.97,108.0,26.51,49.09,116.83,220.0,,,,,,,184.0,93.0,9.0,22.0,125.0,1.0,,79673.0,,416676.0,,496349.0,1900.2,447.0,,,,
Sambhal,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.0,5.92,6.84,2638.0,11.68,20.24,9.38,117.0,,,,,,,,560012.0,75.09,159.16,359696.0,273647.0,420490.0,88.7,496745.0,391229.0,633343.0,242114.0,50119.0,,,,,,,0.01,1.0,0.01,0.63,83.13,160.0,,,,,,,18.0,9.0,0.0,2.0,12.0,1.0,,42435.0,,131577.0,,174012.0,690.44,160.0,,,1.88,21.0
Shravasti,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0,0.59,0.73,321.0,3.93,5.13,2.15,30.0,,,,,,,,245284.0,91.03,119.21,132717.0,124123.0,223288.0,40.13,98435.0,252444.0,256840.0,4396.0,6267.0,,,,,,,1.47,5.0,1.31,2.38,112.34,210.0,,,,,,,18.0,9.0,0.0,2.0,11.0,0.0,,39709.0,,117756.0,,157465.0,121.98,59.0,,,,
Siddharth Nagar,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.0,3.73,4.21,8514.0,18.07,21.89,19.25,233.0,,,,,,,,744628.0,76.53,216.8,504818.0,336761.0,569831.0,80.04,596001.0,817500.0,841579.0,24079.0,115207.0,,,,,,,14.92,87.0,2.37,7.31,629.08,1190.0,,,,,,,18.0,9.0,0.0,0.0,9.0,0.0,,44476.0,,233730.0,,278206.0,904.91,277.0,,,3.97,37.0
Sitapur,September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453.0,10.57,11.36,5974.0,19.91,26.2,13.69,184.0,,,,,,,,1329465.0,82.31,398.83,778520.0,659155.0,1094249.0,46.55,618861.0,1191593.0,1437675.0,246082.0,111979.0,,,,,,,18.69,31.0,9.04,7.95,206.7,390.0,,,,,,,128.0,64.0,12.0,31.0,108.0,1.0,,148260.0,,499464.0,,647724.0,800.44,178.0,,,,
