district,period,aadhaar_authentication__aadhaar_seeded_casa,aadhaar_authentication__authenticated_casa,aadhaar_authentication__mobile_seeded_sb,aadhaar_authentication__operative_casa,aadhaar_authentication__operative_sb,aadhaar_authentication__pct_aadhaar_seeding,aadhaar_authentication__pct_authentication,aadhaar_authentication__pct_mobile_seeding,atm__atm_new_fy,atm__atm_rural,atm__atm_semi_urban,atm__atm_total,atm__atm_urban,banking_parameter__agri_adv_ac,banking_parameter__agri_adv_amt,banking_parameter__dri_ac,banking_parameter__dri_amt,banking_parameter__minority_ac,banking_parameter__minority_amt,banking_parameter__msme_ac,banking_parameter__msme_amt,banking_parameter__nri_deposit,banking_parameter__other_ps_ac,banking_parameter__other_ps_amt,banking_parameter__pct_agri_adv,banking_parameter__pct_psa,banking_parameter__sc_ac,banking_parameter__sc_amt,banking_parameter__shg_ac,banking_parameter__shg_amt,banking_parameter__small_marginal_farmers_ac,banking_parameter__small_marginal_farmers_amt,banking_parameter__st_ac,banking_parameter__st_amt,banking_parameter__total_advances,banking_parameter__total_priority_ac,banking_parameter__total_priority_amt,banking_parameter__women_ac,banking_parameter__women_amt,branch_network__branch_new_fy,branch_network__branch_rural,branch_network__branch_semi_urban,branch_network__branch_urban,branch_network__total_branch,credit_deposit_ratio__overall_cd_ratio,credit_deposit_ratio__total_advances,credit_deposit_ratio__total_branch,credit_deposit_ratio__total_deposit,kcc__kcc_activated,kcc__kcc_ah_os_ac,kcc__kcc_ah_os_amt,kcc__kcc_fish_os_ac,kcc__kcc_fish_os_amt,kcc__kcc_issued_qtr_ac,kcc__kcc_issued_qtr_amt,kcc__kcc_os_amt,kcc__kcc_rupay,kcc__total_kcc_ac,kcc__total_kcc_amt,pmegp__pmegp_forwarded_mm,pmegp__pmegp_forwarded_no,pmegp__pmegp_pending_mm,pmegp__pmegp_pending_no,pmegp__pmegp_rejected_mm,pmegp__pmegp_rejected_no,pmegp__pmegp_sanctioned_mm,pmegp__pmegp_sanctioned_no,pmegp__pmegp_target_mm,pmegp__pmegp_target_no,pmjdy__pmjdy_aadhaar_seeded,pmjdy__pmjdy_amount,pmjdy__pmjdy_pct_aadhaar,pmjdy__pmjdy_pct_rupay,pmjdy__pmjdy_pct_zero_balance,pmjdy__pmjdy_rupay_issued,pmjdy__pmjdy_rural,pmjdy__pmjdy_urban,pmjdy__pmjdy_zero_balance,pmjdy__total_pmjdy_ac,pmmy__pmmy_kishore_ac,pmmy__pmmy_kishore_amt,pmmy__pmmy_shishu_ac,pmmy__pmmy_shishu_amt,pmmy__pmmy_target,pmmy__pmmy_tarun_ac,pmmy__pmmy_tarun_amt,pmmy__pmmy_tarun_plus_ac,pmmy__pmmy_tarun_plus_amt,pmmy__pmmy_total_ac,pmmy__pmmy_total_amt,rseti__rseti_beneficiaries_qtr,rseti__rseti_cumulative_beneficiaries,rseti__rseti_cumulative_programs,rseti__rseti_programs_qtr,rseti__rseti_settled_bank,rseti__rseti_settled_own,rseti__rseti_settled_total,rseti__rseti_settled_wage,rseti__rseti_settlement_pct,rseti__rseti_target_candidates,rseti__rseti_target_programs,sacp__sacp_agri_infra_disb_ac,sacp__sacp_agri_infra_disb_amt,sacp__sacp_agri_infra_os_ac,sacp__sacp_agri_infra_os_amt,sacp__sacp_agri_infra_pct_ach_ac,sacp__sacp_agri_infra_pct_ach_amt,sacp__sacp_agri_infra_target_ac,sacp__sacp_agri_infra_target_amt,sacp__sacp_crop_loan_disb_ac,sacp__sacp_crop_loan_disb_amt,sacp__sacp_crop_loan_os_ac,sacp__sacp_crop_loan_os_amt,sacp__sacp_crop_loan_pct_ach_ac,sacp__sacp_crop_loan_pct_ach_amt,sacp__sacp_crop_loan_target_ac,sacp__sacp_crop_loan_target_amt,sacp__sacp_education_disb_ac,sacp__sacp_education_disb_amt,sacp__sacp_education_os_ac,sacp__sacp_education_os_amt,sacp__sacp_education_pct_ach_ac,sacp__sacp_education_pct_ach_amt,sacp__sacp_education_target_ac,sacp__sacp_education_target_amt,sacp__sacp_housing_disb_ac,sacp__sacp_housing_disb_amt,sacp__sacp_housing_os_ac,sacp__sacp_housing_os_amt,sacp__sacp_housing_pct_ach_ac,sacp__sacp_housing_pct_ach_amt,sacp__sacp_housing_target_ac,sacp__sacp_housing_target_amt,sacp__sacp_other_ps_disb_ac,sacp__sacp_other_ps_disb_amt,sacp__sacp_other_ps_os_ac,sacp__sacp_other_ps_os_amt,sacp__sacp_other_ps_pct_ach_ac,sacp__sacp_other_ps_pct_ach_amt,sacp__sacp_other_ps_target_ac,sacp__sacp_other_ps_target_amt,sacp__sacp_term_loan_disb_ac,sacp__sacp_term_loan_disb_amt,sacp__sacp_term_loan_os_ac,sacp__sacp_term_loan_os_amt,sacp__sacp_term_loan_pct_ach_ac,sacp__sacp_term_loan_pct_ach_amt,sacp__sacp_term_loan_target_ac,sacp__sacp_term_loan_target_amt,sacp__sacp_total_agri_disb_ac,sacp__sacp_total_agri_disb_amt,sacp__sacp_total_agri_os_ac,sacp__sacp_total_agri_os_amt,sacp__sacp_total_agri_pct_ach_ac,sacp__sacp_total_agri_pct_ach_amt,sacp__sacp_total_agri_target_ac,sacp__sacp_total_agri_target_amt,sacp__sacp_total_msme_disb_ac,sacp__sacp_total_msme_disb_amt,sacp__sacp_total_msme_os_ac,sacp__sacp_total_msme_os_amt,sacp__sacp_total_msme_pct_ach_ac,sacp__sacp_total_msme_pct_ach_amt,sacp__sacp_total_msme_target_ac,sacp__sacp_total_msme_target_amt,sacp__sacp_total_ps_disb_ac,sacp__sacp_total_ps_disb_amt,sacp__sacp_total_ps_os_ac,sacp__sacp_total_ps_os_amt,sacp__sacp_total_ps_pct_ach_ac,sacp__sacp_total_ps_pct_ach_amt,sacp__sacp_total_ps_target_ac,sacp__sacp_total_ps_target_amt,sarfaesi__sarfaesi_col2,sarfaesi__sarfaesi_col3,sarfaesi__sarfaesi_col4,sarfaesi__sarfaesi_col5,sarfaesi__sarfaesi_col6,sarfaesi__sarfaesi_col7,social_security_schemes__pmjjby_achievement,social_security_schemes__pmjjby_enrolment,social_security_schemes__pmjjby_pct,social_security_schemes__pmjjby_target,social_security_schemes__pmsby_achievement,social_security_schemes__pmsby_enrolment,social_security_schemes__pmsby_pct,social_security_schemes__pmsby_target
Chhotaudepur,June 2024,,,,,,,,,,42,33,75,0,79867,112119,52,100,1545,4434,7110,35235,2463,6584,35988,50.14,81.99,3644,7391,1640,2727,49499,67778,27159,48310,223604,93561,183341,12559,4268,,68,36,0,104,69.77,259746.77,104,372286.19,,7619,5488.52,11,7.89,7107,13721.61,,,38468,67280.6,8.93,2,5.43,1,0,0,21,2,406.01,140,,,,,,,,,,,,,,,,,,,,,,6725,1664,234,216,2866,307,71.93,4837,242,7,910,109,4848,475,10341,56.77,53.39,192,9080,10850,21984,33871,66996,48.0,44.38,22604,49541,20,29,150,704,40.82,10.55,49,275,119,540,2981,33051,28.13,13.67,423,3949,767,550,3453,2232,19.03,18.64,4030,2950,7340,7377,45521,34782,29.29,29.8,25056,24755,18299,34209,79867,112119,38.24,41.03,47852,83377,1639,21264,7110,35235,72.43,68.99,2263,30820,20844,56590,93561,183341,38.16,46.63,54617,121371,7,109.6,3,62.35,5,50.1,,,,,,,,
Dang,June 2024,,,,,,,,,,4,12,16,0,4080,4394,60,5,133,233,916,2376,193,1301,1161,25.72,46.43,85,192,261,288,2655,2991,3564,7108,17082,6297,7931,2214,801,,10,10,0,20,21.91,20963.93,20,95680.17,,591,249.83,3,5.39,210,315.72,,,1942,2264.75,4.57,2,4.57,2,0,0,0,0,406.01,140,,,,,,,,,,,,,,,,,,,,,,9815,2937,215,341,3422,335,68.2,6694,35,7,910,31,88,73,151,36.47,73.33,85,120,221,186,1817,1692,32.99,19.58,670,950,0,0,18,75,0,0,12,50,3,9,83,599,30,6,10,150,258,123,1200,487,15.64,14.47,1650,850,461,503,2190,2551,69.32,40.89,665,1230,713,776,4080,4394,50.21,33.74,1420,2300,197,748,916,2376,65.67,61.06,300,1225,1171,1658,6297,7931,34.52,36.24,3392,4575,4,44.57,1,19.94,0,0,,,,,,,,
Devbhumi Dwarka,June 2024,,,,,,,,,,6,62,69,1,99348,236237,26,3,2767,5317,8226,54954,16269,10459,31357,69.24,94.53,1381,2698,1600,693,58181,102944,406,1184,341197,118033,322548,8363,3183,,35,67,0,102,57.98,407671.16,102,703131.91,,3683,4086.99,536,437.77,65743,151302.8,,,89780,214312.27,63.91,5,0,0,11.42,2,91.49,5,406.01,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,6426,1188,7939,71.16,70.79,475,9077,64605,147339,84724,205326,80.42,71.31,80335,206620,63,60,386,1199,37.5,20.69,168,290,133,1152,2982,26740,30.72,24.56,433,4690,1126,1081,7091,3418,12.95,22.12,8697,4888,6066,11179,13436,22971,46.08,47.11,13165,23730,71009,164943,99348,236237,75.56,68.89,93975,239427,1435,26328,8226,54954,37.0,62.35,3878,42228,73766,193565,118033,322548,68.84,66.4,107151,291523,3,26.17,0,16.5,0,0,,,,,,,,
Dohad,June 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14451,5127,284,510,5249,266,73.64,10642,247,9,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gandhinagar,June 2024,,,,,,,,,,60,80,399,259,128535,306475,355,708,3289,14063,26648,488131,185272,43216,376723,12.09,46.2,5080,19462,1252,1319,82032,174493,1202,4432,2535249,198399,1171329,31496,15704,,146,72,169,387,55.27,3421327.25,387,6190413.5,,13129,15217.45,7,49.8,27171,68097.02,,,57671,146070.64,955.97,61,593.63,38,0,0,672.61,44,870.03,300,,,,,,,,,,,,,,,,,,,,,,16981,5754,304,635,6772,204,74.97,12730,5219,11,1120,9098,47480,10352,69366,99.38,74.01,9155,64150,28648,73997,52298,154090,62.24,48.9,46030,151320,137,372,2773,9267,13.7,13.58,1000,2740,1339,13477,32308,359211,25.46,24.4,5260,55230,1382,1513,8135,8245,18.62,26.47,7424,5716,9819,21471,65885,83020,24.49,27.9,40100,76970,47565,142948,128535,306475,49.92,48.88,95285,292440,4991,257202,26648,488131,38.68,59.14,12902,434903,55414,415513,198399,1171329,45.47,52.53,121871,791029,10,1032.99,6,21.36,26,1357.52,,,,,,,,
Gir Somnath,June 2024,,,,,,,,,,35,50,131,46,86250,262909,76,8,2562,15042,11889,75761,16232,19865,50451,59.31,87.78,2489,4862,355,246,51128,116158,381,1233,443277,118004,389120,5637,2025,,64,39,37,140,59.74,511075.84,140,855529.63,,4592,8227.94,13411,30037.88,43998,105171.64,,,96224,182606.53,52.69,6,29.19,2,7.36,2,58.55,7,406.01,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497,39244,1295,41058,44.49,42.25,1117,92890,36448,113108,69041,182819,50.71,57.5,71878,196719,97,124,575,2216,41.63,23.13,233,536,203,1013,3484,31324,34.64,15.11,586,6703,4732,10907,15806,16911,21.97,55.21,21535,19754,4109,11117,15914,39032,29.48,26.95,13937,41247,41054,163469,86250,262909,47.23,49.41,86932,330855,2743,40535,11889,75761,49.9,53.65,5497,75557,48829,216047,118004,389120,42.54,49.85,114783,433407,12,416.91,4,409.45,4,1007.02,,,,,,,,
Jamnagar,June 2024,,,,,,,,,,40,37,265,188,156276,434279,52,5,7736,25918,33417,561928,186699,51375,272129,28.06,81.94,2782,7476,1072,676,94763,193495,693,2244,1547791,241068,1268336,17822,7377,,108,43,111,262,71.9,1971604.78,262,2741966.12,,4315,5297.78,290,282.07,102059,249531.2,,,137869,355698.48,1572.01,118,823.27,61,47.5,3,617.99,47,464.02,160,,,,,,,,,,,,,,,,,,,,,,10203,2803,264,366,3396,165,62.37,6364,2437,9,1100,789,30768,2252,35327,73.33,92.72,1076,33183,101866,255394,132936,346659,75.59,68.59,134768,372328,123,266,994,4078,46.24,40,266,665,1359,9802,34463,260496,11.64,24.89,11676,39385,2213,1721,15918,7554,24.68,27.54,8968,6249,10156,27148,21088,52293,51.5,42.05,19722,64558,112811,313310,156276,434279,72.52,66.65,155566,470069,7177,378012,33417,561928,49.41,70.99,14525,532511,123683,703110,241068,1268336,64.76,67.03,191001,1048879,64,1035.55,14,1029.65,34,501.67,,,,,,,,
Junagadh,June 2024,,,,,,,,,,36,72,204,96,168442,570686,54,16,4889,16563,23278,172675,41303,31013,159243,56.1,88.73,3591,9756,812,668,102019,235679,2084,6199,1017203,222733,902604,12642,4120,,93,74,76,243,65.11,1247459.28,243,1915800.63,,9759,13907.23,1403,5234.03,111884,294371.94,,,199381,410461.94,141.73,14,36.84,7,0,0,249.92,15,464.02,160,,,,,,,,,,,,,,,,,,,,,,9050,3491,222,317,3112,116,74.24,6719,2888,7,1120,1516,116337,3785,135614,58.69,66.62,2583,174631,93423,273308,136285,369842,70.78,70.26,132000,389006,149,192,1169,4455,37.25,24.49,400,784,785,5941,16541,140999,29.3,20.96,2679,28348,4261,13725,13303,13788,27.34,90.34,15583,15193,9481,24163,28372,65231,38.39,38.86,24696,62183,104420,413808,168442,570686,65.56,66.12,159279,625820,4223,114514,23278,172675,39.88,63.68,10589,179839,113838,548180,222733,902604,60.38,64.49,188530,849984,18,236.55,11,163.76,6,203.88,,,,,,,,
Kachchh,June 2024,,,,,,,,,,81,172,485,232,147445,504297,102,69,17595,55136,63790,1103776,1519590,64515,328593,20.82,79.97,8075,19525,1239,1495,94175,232172,1365,4659,2421644,275750,1936666,35063,20873,,149,140,138,427,54.8,3039932.08,427,5546912.52,,9209,12393.92,50,34.04,40037,120859.54,,,100876,327284.98,189.82,19,124.06,13,0,0,163.94,20,870.03,300,,,,,,,,,,,,,,,,,,,,,,10767,3048,321,387,3618,236,64.1,6902,3485,12,1080,604,33279,1756,62032,36.34,35.13,1662,94740,43437,133497,96682,341272,42.65,38.14,101846,350008,104,211,983,4390,31.33,19.68,332,1072,4547,13906,40193,314682,39.87,25.66,11404,54192,4471,4259,23339,9521,19.2,39.45,23291,10797,12749,29516,49007,100992,30.6,27.51,41659,107286,56790,196292,147445,504297,39.12,35.56,145167,552034,10393,479406,63790,1103776,39.15,51.65,26546,928202,76305,694073,275750,1936666,36.91,44.89,206740,1546296,87,993.19,39,763.4,37,2342.35,,,,,,,,
Kheda,June 2024,,,,,,,,,,71,91,253,91,205847,347922,385,246,23817,26976,27880,176897,270195,31426,205605,38.96,81.79,7958,12315,1455,1565,148448,215039,8590,5467,893053,265153,730424,41894,15062,,134,97,64,295,52.36,1112264.21,295,2124351.79,,12438,12918.01,62,82.57,15238,57183.92,,,73747,197708.77,255.96,21,214.56,16,18.9,3,211.96,12,870.03,300,,,,,,,,,,,,,,,,,,,,,,16409,5763,347,503,7227,1410,87.76,14400,1445,11,1250,455,23404,1780,40720,43.75,54.97,1040,42573,19125,64857,82767,203630,35.79,37.31,53434,173842,65,233,898,5518,23.38,12.4,278,1879,1117,4545,14682,126306,36.57,22.28,3054,20396,3080,4171,15846,73781,22.57,11.25,13649,37070,17220,24613,121300,103572,24.39,22.96,70595,107183,36800,112874,205847,347922,29.42,34.88,125069,323598,4772,89527,27880,176897,37.68,49.14,12666,182177,45834,211350,265153,730424,29.62,37.4,154716,565120,25,543,9,466.07,12,104.3,,,,,,,,
Mahesana,June 2024,,,,,,,,,,56,210,386,120,306287,769961,196,336,8932,17749,31801,524692,42037,34799,203212,37.97,73.87,11502,20722,4392,2220,203919,360852,4771,3194,2027812,372887,1497865,47799,25142,,189,145,70,404,87.31,2239094.4,404,2564568.09,,48184,50634.25,13,18.02,86559,211866.86,,,188505,413143.7,1434.55,119,1061.09,91,73.75,5,659.12,47,870.03,300,,,,,,,,,,,,,,,,,,,,,,14613,6951,338,443,4085,620,79.76,11656,3379,11,1150,1419,158213,3933,217714,45.83,49.38,3096,320389,89429,219081,171612,403181,59.44,59.47,150448,368418,147,291,1318,4033,32.38,18.69,454,1557,948,7387,20896,183529,29.02,23.5,3267,31434,2721,6590,12585,15650,23.99,45.12,11342,14606,19390,36228,130742,149066,25.53,24.76,75943,146346,110238,413521,306287,769961,48.04,49.51,229487,835154,5049,329377,31801,524692,32.78,63.65,15402,517469,119103,757166,372887,1497865,45.82,54.07,259952,1400220,35,516.26,33,510.09,55,472.7,,,,,,,,
Mahisagar,June 2024,,,,,,,,,,43,49,97,5,141081,130685,26,63,2506,3743,7369,25332,31717,10850,51940,57.65,91.74,5441,7171,918,801,72035,87269,23291,25560,226686,159300,207957,34350,13406,,67,49,0,116,64.37,340560.23,116,529073.38,,11781,12167.32,6,3.75,24480,29342.65,,,60002,82201.74,10.5,2,10.5,2,0,0,22.88,2,464.02,160,,,,,,,,,,,,,,,,,,,,,,7350,2351,317,247,2933,224,74.94,5508,770,10,1100,84,736,364,2061,38.89,47.64,216,1545,28555,31191,58073,83137,53.79,48.4,53084,64444,21,71,193,912,40.38,36.6,52,194,152,1224,4126,43153,22.19,17.08,685,7167,1857,2949,6531,7876,25.99,32.83,7146,8984,12693,9798,82644,45487,23.76,24.65,53414,39752,41332,41725,141081,130685,38.73,39.46,106714,105741,1092,9421,7369,25332,42.56,57.28,2566,16447,44454,55391,159300,207957,37.94,39.98,117163,138533,13,54.79,13,54.79,0,0,,,,,,,,
Morbi,June 2024,,,,,,,,,,28,48,156,80,127367,384856,15,5,4729,17787,21667,1463984,19502,18255,101143,16.25,82.32,2686,3518,236,326,70981,135860,594,644,2368778,167289,1949982,10666,3302,,80,42,71,193,172.64,2604424.6,193,1508574.55,,3232,3490.77,15,19.37,84806,191684.51,,,101094,241335.77,485.58,35,308.76,21,1.75,1,374.68,26,870.03,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111,58751,7623,103299,35.85,73.68,3099,79736,83408,185090,96692,227697,81.61,78.99,102205,234313,27,55,250,1279,31.4,18.58,86,296,569,4092,10054,83005,30.64,22.66,1857,18059,1249,2452,7951,16859,23.7,16.64,5269,14740,3535,11882,23052,53859,29.8,36.69,11862,32389,88054,255722,127367,384856,75.15,73.81,117166,346437,5070,826736,21667,1463984,49.86,64.8,10168,1275772,94969,1089058,167289,1949982,70.58,65.79,134546,1655305,7,928.57,5,708.57,2,299.48,,,,,,,,
Narmada,June 2024,,,,,,,,,,30,31,62,1,58844,82488,39,23,2190,4241,5461,17603,1854,13473,22200,54.82,81.27,2899,3976,1160,1668,38652,49590,24142,30425,150483,77778,122291,17499,7838,,38,29,1,68,63.28,182698.15,68,288707.95,,5163,5697.01,53,119.35,6796,13843.29,,,26940,50017.32,23.75,2,23.75,2,0,0,0,0,870.03,300,,,,,,,,,,,,,,,,,,,,,,10066,3200,288,307,4034,419,76.03,7653,124,9,1050,309,2048,1054,3012,34.64,60.79,892,3369,8812,16913,26837,49907,47.23,43.79,18659,38621,8,33,69,390,33.33,21.43,24,154,208,558,4917,19056,3.18,9.15,6548,6096,1149,647,8487,2753,12.39,14.48,9274,4469,4776,5997,30953,29570,25.79,22.49,18521,26661,13897,24957,58844,82488,36.5,36.35,38072,68651,810,4261,5461,17603,37.94,27.06,2135,15747,16072,30457,77778,122291,28.67,32.02,56053,95118,1,14.11,1,14.11,5,68.01,,,,,,,,
Navsari,June 2024,,,,,,,,,,102,66,280,112,100676,176207,114,173,5003,12904,26084,206060,561185,39607,176753,19.78,62.74,4725,10158,3816,6415,69641,118489,37920,53132,890991,166367,559019,37371,17722,,146,54,80,280,36.74,1040387.47,280,2831732.43,,16763,14585.13,1086,1963.29,7369,9894.47,,,38909,52397.71,0,0,0,0,0,0,34.92,2,1160.04,400,,,,,,,,,,,,,,,,,,,,,,10220,2851,300,352,4479,387,75.51,7717,243,10,1050,648,17360,1817,25281,44.94,83.49,1442,20793,8538,16849,39510,67769,29.74,30.32,28712,55565,113,392,1175,7377,29.35,16.48,385,2378,519,2791,19283,161603,16.8,10.52,3089,26531,2802,3504,19149,7773,18.51,24.14,15138,14514,12151,20992,59349,83158,29.57,27.82,41099,75465,21337,55201,100676,176207,29.95,36.36,71253,151823,5100,100949,26084,206060,42.98,62.67,11867,161082,29871,162836,166367,559019,29.36,45.7,101732,356329,29,620.63,18,410.14,4,34.4,,,,,,,,
Panch Mahals,June 2024,,,,,,,,,,49,71,183,63,254081,172825,102,67,12832,11791,19018,117203,21546,57628,154939,30.86,79.44,13386,11822,1452,1864,130224,100954,47747,25444,560105,330727,444966,142596,43561,,98,53,39,190,88.41,827937.98,190,936436.09,,10138,7465.86,56,43.89,20271,20202.77,,,58498,69275.8,151.01,14,113.51,11,2.5,1,74.9,8,870.03,300,,,,,,,,,,,,,,,,,,,,,,15248,5105,284,451,4542,679,67.72,10326,1830,9,1180,145,6224,942,9689,18.59,103.53,780,6012,20875,21707,54281,70697,46.63,45.18,44763,48041,30,83,432,1955,27.03,14.98,111,554,624,3734,13512,134401,21.48,17.81,2905,20966,5966,3596,43684,18583,41.82,32.97,14267,10907,29025,19728,198858,92439,29.87,27.32,97163,72200,50045,47658,254081,172825,35.07,37.75,142706,126253,2969,64998,19018,117203,40.5,73.46,7331,88479,59634,120068,330727,444966,35.64,48.58,167320,247158,12,217.19,6,37.92,0,0,,,,,,,,
Patan,June 2024,,,,,,,,,,29,57,153,67,154418,397717,28,36,3272,9858,11783,69227,13922,18365,85304,65.08,90.36,4610,11151,2888,1257,97412,201364,473,1076,611143,184566,552247,16670,10801,,69,55,35,159,88.66,740804.51,159,835553.19,,15270,19295.36,29,24.28,68778,156265.91,,,123178,298803.38,169.08,13,132.5,10,0,0,144.98,11,464.02,160,,,,,,,,,,,,,,,,,,,,,,12798,4298,271,462,5052,334,75.67,9684,2765,9,1050,368,23550,911,30091,49.53,73.44,743,32069,67446,162458,114396,298718,61.89,58.21,108975,279088,37,70,278,1224,37.76,20.83,98,336,295,1978,11145,79890,5.23,13.42,5641,14742,1498,1216,6942,4190,17.75,26.43,8440,4600,8042,17894,39111,68908,27.76,30.85,28971,58000,75856,203902,154418,397717,54.7,55.23,138689,369158,1861,35594,11783,69227,30.81,60.86,6040,58483,79547,242760,184566,552247,50.06,54.27,158908,447319,23,290.25,35,419.78,19,212.51,,,,,,,,
Porbandar,June 2024,,,,,,,,,,7,13,71,51,56379,169700,21,3,627,2117,9576,68893,228927,9627,70836,45.43,82.84,1830,4134,214,138,35739,73395,999,2552,373534,75582,309429,1825,1024,,28,15,47,90,37.13,433390.34,90,1167168.38,,3771,4242.47,1269,5799.62,36476,92197.22,,,55041,127517.03,44.28,8,18.99,3,20.11,4,5.12,1,464.02,160,,,,,,,,,,,,,,,,,,,,,,6516,1754,201,249,2276,221,65.24,4251,2134,8,700,320,24637,973,28832,62.38,72.0,513,34220,32834,85007,46015,115628,63.12,56.39,52017,150754,44,96,369,1763,31.65,20.92,139,459,265,1814,8073,59251,28.37,21.46,934,8451,412,1823,1185,9821,30.61,49.48,1346,3684,3206,9528,9391,25241,37.45,38.97,8560,24450,36360,119172,56379,169700,59.52,56.9,61090,209424,1813,36403,9576,68893,36.55,52.66,4961,69130,38894,159308,75582,309429,56.8,54.72,68470,291147,33,627.97,9,402.97,13,133.46,,,,,,,,
Rajkot,June 2024,,,,,,,,,,84,106,719,529,333966,1140131,156,24,12556,31264,112531,2713013,720752,201632,1126910,17.85,77.95,9948,21687,1359,1201,214814,406133,2718,5011,6388812,648129,4980054,35566,11222,,249,92,359,700,96.71,7924531.68,700,8194529.86,,7265,7584.56,31,76.96,200145,440419.08,,,236146,525939.73,4176.25,272,3331.25,218,52.35,3,332.23,21,1241.24,428,,,,,,,,,,,,,,,,,,,,,,8401,2966,324,287,2680,170,69.23,5816,2820,10,1150,3654,298128,20925,437253,38.07,65.81,9597,453045,204052,439453,232229,519418,86.1,82.21,236997,534531,283,533,2500,12944,33.73,20.13,839,2648,5176,48150,170802,1068221,2.03,15.51,254816,310470,4293,10881,28330,45744,23.51,22.16,18259,49104,14743,39365,80812,183459,33.63,30.86,43837,127557,222449,776946,333966,1140131,76.59,69.67,290431,1115133,23424,1473931,112531,2713013,39.96,54.31,58622,2713887,255625,2310442,648129,4980054,41.03,55.13,622967,4191242,25,598.9,19,499.89,29,3809.62,,,,,,,,
Sabar Kantha,June 2024,,,,,,,,,,47,173,222,2,197458,537206,94,101,55995,87902,17055,243509,20052,25592,131576,49.99,84.89,12490,21422,2835,2925,126696,247834,11189,13358,1074716,240105,912291,53727,23340,,172,113,5,290,105.92,1319589.69,290,1245791.79,,26966,33637.81,45,28.26,26458,169499.26,,,80620,314032.61,181.4,18,102.15,12,8.75,1,99.29,7,464.02,160,,,,,,,,,,,,,,,,,,,,,,11069,3694,218,394,3956,689,75.34,8339,2228,8,1050,635,45339,2055,79630,52.92,50.38,1200,90000,25722,173516,62816,297424,21.97,49.58,117099,350000,45,102,483,2449,33.58,10.2,134,1000,661,3590,13916,121624,37.37,18.89,1769,19000,2082,2532,11193,7503,17.35,25.32,12003,10000,20122,27390,132587,160152,27.55,21.07,73044,130000,46479,246245,197458,537206,24.29,43.2,191343,570000,2976,134755,17055,243509,38.8,53.9,7670,250000,52243,387224,240105,912291,24.54,45.56,212919,850000,26,248.76,25,185.05,22,238.93,,,,,,,,
Surat,June 2024,,,,,,,,,,147,210,1770,1413,154114,672697,363,103,24008,98901,215884,5506264,679762,293346,2407951,5.51,70.27,14113,24381,2464,3821,112732,251676,32060,47706,12219605,663344,8586912,100593,32414,,176,154,672,1002,118.15,15160822.37,1002,12832046.93,,5698,6350.85,95,1469.15,13886,54368.9,,,47667,188051.14,0,0,0,0,0,0,223.42,27,2534.67,874,,,,,,,,,,,,,,,,,,,,,,13141,4849,264,453,4380,657,75.23,9886,544,9,1120,1862,166011,5798,196646,31.81,123.78,5854,134122,21622,87718,66575,268696,34.7,34.45,62307,254609,488,1703,5135,34855,26.92,16.16,1813,10536,8434,84566,219264,2315941,11.73,19.66,71882,430194,10788,9358,68947,57155,17.8,15.57,60596,60106,14328,47021,81741,207355,24.68,20.4,58061,230520,37812,300750,154114,672697,29.96,48.57,126222,619252,41258,2731649,215884,5506264,35.89,49.91,114942,5473271,98780,3128026,663344,8586912,26.31,47.44,375455,6593359,239,7685.66,160,5613.23,197,4463.35,,,,,,,,
Surendranagar,June 2024,,,,,,,,,,9,75,153,69,186144,509320,74,5,5069,15794,17302,211807,13384,18356,76264,54.25,84.94,5238,13366,758,664,102777,196524,910,1898,938813,221802,797390,14852,5886,,78,73,50,201,87.56,1086951.34,201,1241327.28,,4547,5640,11,20.74,83968,221579.87,,,143510,388009.55,155.36,15,76.78,8,54.51,4,89.81,7,464.02,160,,,,,,,,,,,,,,,,,,,,,,11711,3535,236,424,4350,81,68.02,7966,3455,8,1150,588,32257,1785,47188,29.64,77.76,1984,41481,85313,217506,138658,370563,65.3,61.67,130654,352707,77,101,420,1733,64.17,21.44,120,471,442,3098,8868,70239,37.3,24.17,1185,12819,1192,1288,9068,4292,16.2,23.99,7358,5369,8727,18186,45701,91569,30.19,26.2,28906,69420,94628,267949,186144,509320,58.58,57.8,161544,463608,2716,93464,17302,211807,33.58,55.97,8088,167002,99055,365900,221802,797390,55.56,56.36,178295,649269,7,119.44,6,115.98,1,3.46,,,,,,,,
